,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
48,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.1,1.428,0.6396,49
49,[512],"[(512, 'gelu')]",0.3,0.97,258,0.01,0.1,1.4284,0.685,16
50,[512],"[(512, 'silu')]",0.5,0.99,512,0.01,0.001,1.4318,0.689,20
51,[512],"[(512, 'silu')]",0.3,0.97,258,0.01,0.1,1.4323,0.6943,16
52,[512],"[(512, 'silu')]",0.3,0.97,258,0.01,0.01,1.4334,0.6853,15
53,[256],"[(256, 'silu')]",0.5,0.99,258,0.01,0.1,1.4346,0.6609,17
54,[512],"[(512, 'leaky_relu')]",0.3,0.99,512,0.01,0.001,1.4352,0.6955,18
55,[512],"[(512, 'leaky_relu')]",0.3,0.97,258,0.01,0.1,1.4361,0.6777,23
56,[512],"[(512, 'leaky_relu')]",0.3,0.97,512,0.01,0.1,1.4365,0.6927,19
57,[512],"[(512, 'silu')]",0.5,0.99,258,0.01,0.01,1.4389,0.6787,14
58,[512],"[(512, 'silu')]",0.5,0.99,512,0.01,0.01,1.4418,0.6939,21
59,[256],"[(256, 'leaky_relu')]",0.3,0.99,512,0.01,0.1,1.4423,0.6682,19
60,[256],"[(256, 'gelu')]",0.5,0.99,512,0.01,0.1,1.4424,0.6631,21
61,[256],"[(256, 'gelu')]",0.3,0.97,512,0.01,0.001,1.4441,0.6625,20
62,[256],"[(256, 'gelu')]",0.3,0.97,512,0.01,0.1,1.4446,0.6741,18
63,[256],"[(256, 'silu')]",0.5,0.99,512,0.01,0.01,1.4456,0.6668,20
64,[512],"[(512, 'gelu')]",0.1,0.97,512,0.01,0.1,1.4461,0.6792,16
65,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.1,1.4477,0.6601,24
66,[256],"[(256, 'gelu')]",0.5,0.97,258,0.01,0.001,1.449,0.672,20
67,[512],"[(512, 'leaky_relu')]",0.3,0.99,512,0.01,0.01,1.4501,0.6835,17
68,[256],"[(256, 'silu')]",0.5,0.97,258,0.01,0.01,1.4508,0.6664,16
69,[256],"[(256, 'gelu')]",0.5,0.99,512,0.01,0.01,1.4521,0.6658,22
70,[512],"[(512, 'silu')]",0.5,0.97,258,0.01,0.001,1.4532,0.6792,17
71,[512],"[(512, 'leaky_relu')]",0.1,0.97,512,0.01,0.1,1.4551,0.6672,18
72,[512],"[(512, 'leaky_relu')]",0.3,0.97,512,0.01,0.001,1.4558,0.6596,18
73,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.1,1.4591,0.6134,44
74,[256],"[(256, 'gelu')]",0.5,0.97,258,0.01,0.1,1.4594,0.6665,23
75,[512],"[(512, 'silu')]",0.3,0.99,258,0.01,0.1,1.4607,0.6832,15
76,[512],"[(512, 'gelu')]",0.1,0.99,512,0.01,0.1,1.4608,0.68,15
77,[256],"[(256, 'leaky_relu')]",0.1,0.99,258,0.01,0.1,1.4613,0.675,17
78,[512],"[(512, 'gelu')]",0.1,0.99,258,0.01,0.1,1.4614,0.6761,13
79,[256],"[(256, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.4626,0.6576,15
80,[512],"[(512, 'silu')]",0.3,0.97,512,0.01,0.01,1.4632,0.685,19
81,[256],"[(256, 'silu')]",0.3,0.99,512,0.01,0.1,1.4639,0.6705,19
82,[256],"[(256, 'silu')]",0.3,0.97,512,0.01,0.001,1.4649,0.6616,21
83,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.01,1.465,0.6302,41
84,[256],"[(256, 'gelu')]",0.3,0.99,512,0.01,0.001,1.4663,0.6864,17
85,[512],"[(512, 'leaky_relu')]",0.3,0.99,512,0.01,0.1,1.4673,0.678,19
86,[256],"[(256, 'leaky_relu')]",0.5,0.99,258,0.01,0.001,1.4678,0.6609,21
87,[512],"[(512, 'gelu')]",0.5,0.97,258,0.01,0.01,1.468,0.6771,18
88,[512],"[(512, 'leaky_relu')]",0.5,0.97,258,0.01,0.001,1.4715,0.6783,20
89,[512],"[(512, 'gelu')]",0.3,0.99,258,0.01,0.1,1.4717,0.6776,16
90,[256],"[(256, 'leaky_relu')]",0.5,0.97,258,0.01,0.01,1.4717,0.6744,22
91,[256],"[(256, 'silu')]",0.3,0.99,512,0.01,0.01,1.4722,0.6847,19
92,[256],"[(256, 'leaky_relu')]",0.1,0.97,512,0.01,0.1,1.4757,0.6609,17
93,[256],"[(256, 'silu')]",0.1,0.97,258,0.01,0.1,1.4757,0.6882,15
94,[256],"[(256, 'gelu')]",0.3,0.97,258,0.01,0.1,1.4764,0.6751,15
95,[512],"[(512, 'leaky_relu')]",0.3,0.97,512,0.01,0.01,1.4775,0.6789,18
96,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,512,0.01,0.1,1.4779,0.6416,22
97,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.1,1.478,0.6365,22
98,[256],"[(256, 'gelu')]",0.1,0.99,512,0.01,0.1,1.4795,0.6718,16
99,[512],"[(512, 'gelu')]",0.3,0.97,512,0.01,0.001,1.4798,0.679,17
100,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.1,1.4802,0.6392,92
101,[256],"[(256, 'gelu')]",0.1,0.97,512,0.01,0.1,1.4803,0.6792,18
102,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.01,1.4811,0.6264,51
103,[256],"[(256, 'silu')]",0.5,0.99,512,0.01,0.001,1.4814,0.6678,17
104,[512],"[(512, 'silu')]",0.1,0.99,258,0.01,0.1,1.4822,0.6964,15
105,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.1,1.4826,0.6675,28
106,[512],"[(512, 'gelu')]",0.5,0.99,512,0.01,0.001,1.4828,0.6774,18
107,[256],"[(256, 'leaky_relu')]",0.5,0.97,512,0.01,0.01,1.4847,0.6331,22
108,[512],"[(512, 'leaky_relu')]",0.1,0.99,258,0.01,0.1,1.4852,0.689,15
109,[512],"[(512, 'leaky_relu')]",0.1,0.97,258,0.01,0.1,1.4873,0.6778,16
110,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.001,1.4878,0.6561,56
111,[256],"[(256, 'leaky_relu')]",0.5,0.97,258,0.01,0.001,1.4882,0.6575,19
112,[256],"[(256, 'gelu')]",0.5,0.99,258,0.01,0.1,1.4889,0.6581,20
113,[256],"[(256, 'leaky_relu')]",0.5,0.99,512,0.01,0.01,1.4897,0.645,22
114,[512],"[(512, 'leaky_relu')]",0.3,0.99,258,0.01,0.1,1.4927,0.6751,19
115,[512],"[(512, 'gelu')]",0.3,0.99,512,0.01,0.1,1.4929,0.6931,20
116,[256],"[(256, 'leaky_relu')]",0.3,0.99,512,0.01,0.001,1.4938,0.6669,17
117,[512],"[(512, 'silu')]",0.3,0.97,512,0.01,0.001,1.4969,0.6893,16
118,[512],"[(512, 'gelu')]",0.1,0.97,512,0.01,0.01,1.4974,0.6804,16
119,[256],"[(256, 'gelu')]",0.3,0.99,512,0.01,0.01,1.4982,0.6662,19
120,[256],"[(256, 'leaky_relu')]",0.5,0.99,258,0.01,0.1,1.4985,0.6573,20
121,[512],"[(512, 'gelu')]",0.5,0.99,512,0.01,0.01,1.4989,0.6631,20
122,[256],"[(256, 'silu')]",0.5,0.97,258,0.01,0.001,1.4995,0.664,17
123,[256],"[(256, 'leaky_relu')]",0.3,0.97,258,0.01,0.1,1.4998,0.6837,18
124,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.1,1.5008,0.6482,26
125,[256],"[(256, 'leaky_relu')]",0.1,0.97,258,0.01,0.1,1.5017,0.6817,17
126,[512],"[(512, 'leaky_relu')]",0.1,0.97,512,0.01,0.01,1.5022,0.6743,18
127,[256],"[(256, 'leaky_relu')]",0.5,0.99,512,0.01,0.001,1.5027,0.6507,21
128,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.001,1.5045,0.6398,21
129,[256],"[(256, 'silu')]",0.3,0.97,258,0.01,0.001,1.5053,0.6667,14
130,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.1,1.5055,0.6141,31
131,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,512,0.01,0.1,1.5063,0.6477,31
132,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.1,1.5069,0.6153,32
133,[256],"[(256, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.5076,0.6721,16
134,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,512,0.01,0.1,1.509,0.6043,41
135,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.1,1.5096,0.6416,24
136,[512],"[(512, 'leaky_relu')]",0.1,0.99,512,0.01,0.1,1.51,0.6826,15
137,[256],"[(256, 'gelu')]",0.1,0.99,258,0.01,0.1,1.5103,0.6585,16
138,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.1,1.5115,0.6561,58
139,[512],"[(512, 'leaky_relu')]",0.1,0.97,512,0.01,0.001,1.5117,0.6869,17
140,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.01,1.5118,0.6497,24
141,[256],"[(256, 'gelu')]",0.3,0.97,512,0.01,0.01,1.5118,0.6617,17
142,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.01,1.5166,0.6057,43
143,[256],"[(256, 'silu')]",0.5,0.99,258,0.01,0.001,1.517,0.671,17
144,[256],"[(256, 'leaky_relu')]",0.3,0.97,512,0.01,0.01,1.5186,0.6579,19
145,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.01,1.5188,0.6377,19
146,[512],"[(512, 'silu')]",0.1,0.97,512,0.01,0.001,1.5188,0.674,18
147,[512],"[(512, 'gelu')]",0.3,0.99,512,0.01,0.01,1.5201,0.6795,20
148,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.1,1.5213,0.606,35
149,[256],"[(256, 'silu')]",0.3,0.99,258,0.01,0.1,1.5221,0.6634,15
150,[256],"[(256, 'gelu')]",0.3,0.97,258,0.01,0.01,1.5229,0.6732,17
151,[256],"[(256, 'silu')]",0.3,0.97,258,0.01,0.01,1.5234,0.6729,17
152,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.1,1.5241,0.6513,22
153,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,512,0.01,0.001,1.5254,0.6459,22
154,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,512,0.01,0.1,1.5258,0.636,30
155,[512],"[(512, 'leaky_relu')]",0.1,0.99,512,0.01,0.01,1.5258,0.6859,16
156,[512],"[(512, 'silu')]",0.1,0.97,258,0.01,0.1,1.5267,0.6802,14
157,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,512,0.01,0.001,1.5269,0.6168,39
158,[512],"[(512, 'gelu')]",0.3,0.99,512,0.01,0.001,1.5271,0.6635,15
159,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,512,0.01,0.001,1.5299,0.6432,26
160,[256],"[(256, 'gelu')]",0.3,0.99,258,0.01,0.1,1.5312,0.6642,18
161,[512],"[(512, 'silu')]",0.3,0.99,512,0.01,0.001,1.5315,0.6982,18
162,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.1,1.5317,0.6515,17
163,[512],"[(512, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.532,0.6752,16
164,[256],"[(256, 'leaky_relu')]",0.3,0.99,512,0.01,0.01,1.5321,0.6665,19
165,[256],"[(256, 'leaky_relu')]",0.3,0.97,512,0.01,0.001,1.533,0.6498,18
166,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.1,1.5337,0.6535,22
167,[512],"[(512, 'silu')]",0.1,0.97,512,0.01,0.1,1.5346,0.6789,17
168,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,258,0.01,0.1,1.5351,0.6433,22
169,[256],"[(256, 'silu')]",0.3,0.97,512,0.01,0.01,1.5368,0.6724,25
170,[256],"[(256, 'gelu')]",0.1,0.97,512,0.01,0.001,1.5369,0.6659,18
171,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,258,0.01,0.1,1.5392,0.6291,20
172,[512],"[(512, 'silu')]",0.1,0.97,258,0.01,0.01,1.5416,0.6841,14
173,[512],"[(512, 'silu')]",0.1,0.99,258,0.01,0.001,1.5436,0.6879,15
174,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.1,1.5438,0.6437,38
175,[256],"[(256, 'gelu')]",0.1,0.97,258,0.01,0.1,1.5444,0.676,17
176,[512],"[(512, 'gelu')]",0.5,0.99,258,0.01,0.001,1.5446,0.6605,16
177,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,512,0.01,0.01,1.546,0.6572,23
178,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,258,0.01,0.001,1.546,0.618,18
179,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.1,1.5476,0.6536,49
180,[512],"[(512, 'silu')]",0.3,0.99,258,0.01,0.01,1.5479,0.675,15
181,[256],"[(256, 'leaky_relu')]",0.5,0.99,258,0.01,0.01,1.5485,0.6653,21
182,[512],"[(512, 'silu')]",0.3,0.99,512,0.01,0.01,1.5502,0.6927,17
183,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.1,1.553,0.6502,24
184,[256],"[(256, 'silu')]",0.1,0.97,512,0.01,0.1,1.5544,0.6743,18
185,[256],"[(256, 'leaky_relu')]",0.3,0.99,258,0.01,0.1,1.5546,0.6537,17
186,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.1,1.5549,0.6428,23
187,[512],"[(512, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.5549,0.6784,15
188,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.1,1.5555,0.6227,47
189,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.001,1.5565,0.6372,26
190,[512],"[(512, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.557,0.6638,15
191,[512],"[(512, 'silu')]",0.1,0.97,512,0.01,0.01,1.557,0.674,17
192,[256],"[(256, 'gelu')]",0.1,0.97,512,0.01,0.01,1.5582,0.6895,18
193,[256],"[(256, 'leaky_relu')]",0.1,0.97,512,0.01,0.001,1.559,0.6597,19
194,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.01,1.5607,0.6358,25
195,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.001,1.5638,0.6547,25
196,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.001,1.565,0.5988,43
197,[512],"[(512, 'silu')]",0.1,0.97,258,0.01,0.001,1.566,0.7059,14
198,[512],"[(512, 'gelu')]",0.3,0.99,258,0.01,0.01,1.566,0.6866,14
199,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.1,1.5661,0.6282,53
200,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,512,0.01,0.01,1.5665,0.6445,35
201,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.001,1.5673,0.6233,55
202,[512],"[(512, 'leaky_relu')]",0.1,0.97,258,0.01,0.001,1.5685,0.6909,14
203,[256],"[(256, 'silu')]",0.3,0.99,512,0.01,0.001,1.5689,0.6705,16
204,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.1,1.5692,0.6476,24
205,[512],"[(512, 'gelu')]",0.1,0.97,512,0.01,0.001,1.5704,0.6665,15
206,[256],"[(256, 'gelu')]",0.3,0.97,258,0.01,0.001,1.5712,0.6793,14
207,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,512,0.01,0.001,1.5716,0.6378,23
208,[512],"[(512, 'gelu')]",0.5,0.99,258,0.01,0.01,1.572,0.6923,22
209,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.1,1.572,0.6604,27
210,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.01,1.5728,0.6547,30
211,[256],"[(256, 'gelu')]",0.3,0.99,258,0.01,0.001,1.5729,0.6455,16
212,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.1,1.573,0.6353,45
213,[512],"[(512, 'gelu')]",0.1,0.97,258,0.01,0.01,1.574,0.6944,13
214,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.1,1.5756,0.6084,37
215,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.01,1.5762,0.6069,43
216,[256],"[(256, 'silu')]",0.5,0.99,258,0.01,0.01,1.5762,0.6583,18
217,[256],"[(256, 'gelu')]",0.3,0.99,512,0.01,0.1,1.5765,0.6522,19
218,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.01,1.5772,0.6531,24
219,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,258,0.01,0.001,1.5774,0.6439,23
220,[512],"[(512, 'silu')]",0.5,0.99,258,0.01,0.001,1.5776,0.6807,15
221,[512],"[(512, 'leaky_relu')]",0.1,0.99,258,0.01,0.001,1.5778,0.6687,14
222,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.1,1.5783,0.6746,21
223,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.1,1.5789,0.5815,41
224,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.001,1.58,0.601,44
225,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.01,1.5802,0.5969,36
226,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.1,1.5814,0.5907,47
227,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.001,1.5817,0.6041,48
228,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.1,1.5825,0.6399,21
229,[512],"[(512, 'leaky_relu')]",0.1,0.97,258,0.01,0.01,1.5835,0.6846,14
230,[512],"[(512, 'gelu')]",0.3,0.97,258,0.01,0.01,1.585,0.6668,15
231,[256],"[(256, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.5854,0.6461,15
232,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.01,1.586,0.6522,21
233,[256],"[(256, 'silu')]",0.1,0.99,512,0.01,0.1,1.5866,0.6655,16
234,[512],"[(512, 'silu')]",0.3,0.97,258,0.01,0.001,1.5866,0.6764,18
235,[512],"[(512, 'silu')]",0.1,0.99,512,0.01,0.1,1.5876,0.6564,19
236,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.01,1.5886,0.6313,76
237,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,512,0.01,0.01,1.5892,0.643,27
238,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.5895,0.6432,18
239,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,512,0.01,0.1,1.5896,0.5922,42
240,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.1,1.5911,0.6141,52
241,[512],"[(512, 'gelu')]",0.1,0.99,512,0.01,0.01,1.5917,0.6705,16
242,[512],"[(512, 'leaky_relu')]",0.5,0.99,258,0.01,0.001,1.5918,0.6764,19
243,[256],"[(256, 'gelu')]",0.1,0.99,512,0.01,0.001,1.5928,0.6606,15
244,[512],"[(512, 'leaky_relu')]",0.5,0.99,258,0.01,0.01,1.593,0.6768,20
245,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.1,1.5934,0.6568,17
246,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.01,1.5942,0.5988,51
247,[512],"[(512, 'gelu')]",0.1,0.99,258,0.01,0.001,1.5954,0.6833,14
248,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,258,0.01,0.01,1.5962,0.6054,32
249,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.001,1.5968,0.6589,34
250,[256],"[(256, 'silu')]",0.3,0.99,258,0.01,0.01,1.597,0.6659,15
251,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,258,0.01,0.001,1.597,0.601,37
252,[512],"[(512, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.5977,0.6807,15
253,[512],"[(512, 'gelu')]",0.1,0.97,258,0.01,0.001,1.599,0.6765,13
254,[256],"[(256, 'gelu')]",0.5,0.99,258,0.01,0.001,1.6,0.6495,20
255,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.6008,0.6663,22
256,[512],"[(512, 'gelu')]",0.3,0.99,258,0.01,0.001,1.6009,0.6763,16
257,[512],"[(512, 'gelu')]",0.1,0.99,258,0.01,0.01,1.6017,0.7022,13
258,[512],"[(512, 'gelu')]",0.1,0.99,512,0.01,0.001,1.6017,0.6782,17
259,[256],"[(256, 'leaky_relu')]",0.1,0.99,512,0.01,0.1,1.6027,0.6603,21
260,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.01,1.6031,0.6164,42
261,[256],"[(256, 'gelu')]",0.1,0.99,512,0.01,0.01,1.6038,0.649,17
262,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,258,0.01,0.01,1.6043,0.6134,18
263,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.01,1.6046,0.6619,19
264,[256],"[(256, 'silu')]",0.1,0.99,512,0.01,0.01,1.6048,0.6846,18
265,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.001,1.6056,0.6316,62
266,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.001,1.6066,0.6065,44
267,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.6066,0.6362,20
