,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
268,[256],"[(256, 'silu')]",0.1,0.99,258,0.01,0.1,1.6073,0.6701,15
269,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.6112,0.6427,22
270,[256],"[(256, 'leaky_relu')]",0.1,0.99,512,0.01,0.01,1.6117,0.6596,18
271,[256],"[(256, 'leaky_relu')]",0.1,0.97,258,0.01,0.01,1.6127,0.6794,15
272,[256],"[(256, 'silu')]",0.1,0.97,512,0.01,0.001,1.6132,0.6621,15
273,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,258,0.01,0.1,1.6145,0.5989,38
274,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.01,1.6155,0.635,24
275,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,258,0.01,0.01,1.6172,0.5952,29
276,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.01,1.6177,0.6367,20
277,[512],"[(512, 'silu')]",0.1,0.99,512,0.01,0.01,1.6181,0.6857,16
278,[256],"[(256, 'gelu')]",0.3,0.99,258,0.01,0.01,1.6182,0.6811,17
279,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,512,0.01,0.01,1.6186,0.592,35
280,[512],"[(512, 'leaky_relu')]",0.1,0.99,512,0.01,0.001,1.6187,0.669,15
281,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.1,1.6203,0.6146,67
282,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.001,1.6206,0.6072,34
283,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.001,1.6208,0.6051,49
284,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.001,1.6212,0.5714,28
285,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,258,0.01,0.001,1.6214,0.568,34
286,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.001,1.6221,0.636,25
287,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,258,0.01,0.01,1.6229,0.6386,22
288,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.1,1.623,0.6469,24
289,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.01,1.6249,0.6257,61
290,[256],"[(256, 'gelu')]",0.5,0.99,258,0.01,0.01,1.6273,0.6479,19
291,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.001,1.6274,0.6553,19
292,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.1,1.6275,0.6523,15
293,[256],"[(256, 'leaky_relu')]",0.1,0.97,512,0.01,0.01,1.6293,0.6609,18
294,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.1,1.6307,0.6409,27
295,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.1,1.6312,0.6446,26
296,[512],"[(512, 'silu')]",0.1,0.99,512,0.01,0.001,1.6329,0.6724,16
297,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,512,0.01,0.1,1.6358,0.6383,18
298,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.001,1.6362,0.638,21
299,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,258,0.01,0.1,1.6378,0.6822,17
300,[256],"[(256, 'silu')]",0.1,0.97,512,0.01,0.01,1.6416,0.6613,18
301,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.001,1.6434,0.6332,50
302,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,258,0.01,0.1,1.6458,0.5928,39
303,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.001,1.6493,0.6018,49
304,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.01,1.6506,0.6567,19
305,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.001,1.6512,0.6176,56
306,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.1,1.6534,0.6479,20
307,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.001,1.6548,0.6112,53
308,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.1,1.655,0.6424,15
309,[256],"[(256, 'gelu')]",0.1,0.97,258,0.01,0.01,1.655,0.6541,14
310,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.01,1.6559,0.6424,19
311,[256],"[(256, 'silu')]",0.1,0.97,258,0.01,0.01,1.6567,0.6666,16
312,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.01,1.6571,0.6621,21
313,[256],"[(256, 'silu')]",0.1,0.99,512,0.01,0.001,1.6579,0.657,16
314,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.01,1.6581,0.6042,45
315,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.1,1.6596,0.6509,30
316,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,512,0.01,0.001,1.6603,0.6084,43
317,[256],"[(256, 'silu')]",0.3,0.99,258,0.01,0.001,1.6606,0.6596,14
318,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.01,1.6636,0.5821,32
319,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.6671,0.6336,22
320,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,512,0.01,0.001,1.6731,0.6364,26
321,[256],"[(256, 'gelu')]",0.1,0.99,258,0.01,0.01,1.6754,0.6647,15
322,[512],"[(512, 'silu')]",0.3,0.99,258,0.01,0.001,1.6764,0.6765,14
323,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.99,258,0.01,0.1,1.6794,0.6582,16
324,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,512,0.01,0.01,1.6811,0.5646,36
325,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,512,0.01,0.01,1.6813,0.6506,28
326,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.01,1.6831,0.6073,67
327,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.001,1.684,0.6374,17
328,[256],"[(256, 'gelu')]",0.1,0.97,258,0.01,0.001,1.6851,0.6612,14
329,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.686,0.6505,25
330,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.01,1.6869,0.6014,78
331,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.6903,0.6155,19
332,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.01,1.6926,0.5882,54
333,[256],"[(256, 'leaky_relu')]",0.1,0.99,512,0.01,0.001,1.6928,0.6573,17
334,[256],"[(256, 'silu')]",0.1,0.97,258,0.01,0.001,1.6945,0.6734,16
335,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.001,1.698,0.6308,25
336,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,258,0.01,0.1,1.6993,0.6553,16
337,[256],"[(256, 'leaky_relu')]",0.1,0.99,258,0.01,0.01,1.6996,0.6568,15
338,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.01,1.7,0.6523,17
339,[256],"[(256, 'silu')]",0.1,0.99,258,0.01,0.01,1.7012,0.6628,14
340,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.01,1.7017,0.6518,19
341,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.01,1.7044,0.6546,18
342,[256],"[(256, 'silu')]",0.1,0.99,258,0.01,0.001,1.7054,0.6799,14
343,[256],"[(256, 'gelu')]",0.1,0.99,258,0.01,0.001,1.7081,0.6789,14
344,[256],"[(256, 'leaky_relu')]",0.1,0.99,258,0.01,0.001,1.7095,0.6664,15
345,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.001,1.7106,0.632,26
346,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.001,1.7123,0.6493,32
347,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.001,1.7177,0.6385,22
348,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,512,0.01,0.1,1.7178,0.6402,18
349,[512],"[(512, 'silu')]",0.1,0.99,258,0.01,0.01,1.7224,0.6672,13
350,[256],"[(256, 'leaky_relu')]",0.1,0.97,258,0.01,0.001,1.7239,0.6678,16
351,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,512,0.01,0.001,1.7255,0.6373,19
352,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.01,1.7285,0.6101,25
353,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.729,0.6235,25
354,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.01,1.73,0.6242,61
355,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.1,1.7336,0.6553,21
356,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.01,1.7348,0.6759,20
357,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,512,0.01,0.001,1.7374,0.6421,16
358,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,512,0.01,0.01,1.7383,0.6492,19
359,[256],"[(256, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.7399,0.6417,15
360,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.001,1.7403,0.6408,21
361,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,258,0.01,0.01,1.7414,0.641,16
362,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.001,1.7533,0.6499,21
363,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.1,1.7538,0.6312,21
364,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.001,1.7572,0.6175,67
365,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.001,1.7573,0.6319,30
366,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.001,1.7596,0.6311,20
367,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.1,1.7601,0.6447,18
368,[512],"[(512, 'leaky_relu')]",0.1,0.99,258,0.01,0.01,1.7662,0.6653,14
369,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.001,1.7671,0.5871,55
370,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.01,1.7681,0.658,24
371,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.99,258,0.01,0.001,1.7757,0.6456,15
372,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.001,1.7758,0.6665,17
373,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.1,1.7907,0.6401,19
374,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.01,1.792,0.641,19
375,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.01,1.7992,0.6499,32
376,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,258,0.01,0.1,1.8017,0.6561,18
377,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.001,1.8039,0.6334,17
378,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,512,0.01,0.01,1.8091,0.6311,17
379,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.001,1.8163,0.6388,17
380,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.001,1.8209,0.6546,15
381,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.001,1.8237,0.654,21
382,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.01,1.8321,0.6637,16
383,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.01,1.8385,0.6362,16
384,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.001,1.8645,0.644,15
385,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.001,1.8663,0.6343,15
386,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.01,1.8859,0.6395,16
387,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.01,1.892,0.571,83
388,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,258,0.01,0.001,1.894,0.6374,15
389,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,258,0.01,0.01,1.8942,0.6133,14
390,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,258,0.01,0.01,1.8991,0.644,16
391,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.01,1.9167,0.6318,15
392,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.1,1.9229,0.6133,25
393,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.99,258,0.01,0.01,1.9388,0.6399,16
394,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,258,0.01,0.001,1.942,0.6437,17
395,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.001,1.9436,0.6338,17
396,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,258,0.01,0.001,1.9891,0.6427,16
