,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
37,[256],"[(256, 'gelu')]",0.5,0.975,512,0.01,0.1,1.4163,0.6717,23
38,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.001,1.4173,0.6841,19
39,[256],"[(256, 'silu')]",0.5,0.999,512,0.01,0.01,1.4175,0.6723,19
40,[512],"[(512, 'leaky_relu')]",0.5,0.999,258,0.01,0.1,1.4204,0.6966,18
41,[256],"[(256, 'gelu')]",0.5,0.999,512,0.01,0.01,1.4204,0.6623,22
42,[256],"[(256, 'silu')]",0.3,0.96,512,0.01,0.1,1.4207,0.6716,19
43,[256],"[(256, 'silu')]",0.5,0.975,512,0.01,0.1,1.4214,0.6832,21
44,[256],"[(256, 'leaky_relu')]",0.5,0.96,512,0.01,0.01,1.4215,0.6595,22
45,[512],"[(512, 'silu')]",0.3,0.999,258,0.01,0.1,1.4216,0.6834,15
46,[512],"[(512, 'gelu')]",0.5,0.999,512,0.01,0.01,1.4221,0.678,18
47,[256],"[(256, 'leaky_relu')]",0.5,0.975,512,0.01,0.01,1.4223,0.6608,22
48,[512],"[(512, 'leaky_relu')]",0.3,0.975,258,0.01,0.1,1.4237,0.696,17
49,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.01,1.4237,0.6895,15
50,[256],"[(256, 'gelu')]",0.5,0.975,512,0.01,0.01,1.4283,0.6475,18
51,[256],"[(256, 'gelu')]",0.5,0.999,258,0.01,0.1,1.4295,0.6541,17
52,[256],"[(256, 'gelu')]",0.3,0.999,258,0.01,0.1,1.4299,0.6653,18
53,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.1,1.432,0.6727,45
54,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.01,1.433,0.6865,17
55,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.1,1.4344,0.6775,19
56,[256],"[(256, 'leaky_relu')]",0.5,0.96,512,0.01,0.001,1.4347,0.6436,23
57,[256],"[(256, 'leaky_relu')]",0.3,0.96,512,0.01,0.1,1.4353,0.6671,18
58,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.1,1.4371,0.696,15
59,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.1,1.4381,0.6941,18
60,[512],"[(512, 'silu')]",0.3,0.975,512,0.01,0.1,1.4388,0.6809,18
61,[256],"[(256, 'silu')]",0.5,0.975,258,0.01,0.1,1.4395,0.6641,18
62,[512],"[(512, 'gelu')]",0.1,0.999,258,0.01,0.1,1.4396,0.6881,14
63,[256],"[(256, 'silu')]",0.5,0.96,512,0.01,0.01,1.4414,0.6694,22
64,[256],"[(256, 'silu')]",0.5,0.999,258,0.01,0.1,1.4419,0.6592,21
65,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.001,1.4453,0.686,21
66,[256],"[(256, 'gelu')]",0.3,0.999,512,0.01,0.01,1.4454,0.6507,16
67,[512],"[(512, 'gelu')]",0.5,0.975,512,0.01,0.001,1.4457,0.6759,16
68,[256],"[(256, 'silu')]",0.3,0.975,512,0.01,0.01,1.4476,0.6795,17
69,[256],"[(256, 'gelu')]",0.5,0.96,512,0.01,0.001,1.4487,0.6702,18
70,[256],"[(256, 'gelu')]",0.3,0.999,512,0.01,0.1,1.4496,0.6676,20
71,[256],"[(256, 'gelu')]",0.3,0.96,258,0.01,0.1,1.4506,0.6541,15
72,[512],"[(512, 'silu')]",0.1,0.96,258,0.01,0.1,1.4514,0.6886,14
73,[512],"[(512, 'gelu')]",0.5,0.999,512,0.01,0.001,1.452,0.6904,21
74,[512],"[(512, 'silu')]",0.3,0.999,512,0.01,0.01,1.4541,0.6834,17
75,[256],"[(256, 'leaky_relu')]",0.5,0.975,512,0.01,0.001,1.4548,0.6436,23
76,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.1,1.4551,0.6718,20
77,[256],"[(256, 'leaky_relu')]",0.5,0.999,258,0.01,0.1,1.4555,0.6727,23
78,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.001,1.4578,0.691,22
79,[512],"[(512, 'leaky_relu')]",0.5,0.999,512,0.01,0.01,1.4594,0.6813,22
80,[512],"[(512, 'leaky_relu')]",0.1,0.975,512,0.01,0.1,1.4597,0.6765,15
81,[256],"[(256, 'silu')]",0.5,0.975,512,0.01,0.001,1.4617,0.6715,24
82,[256],"[(256, 'leaky_relu')]",0.3,0.975,512,0.01,0.1,1.4618,0.6616,22
83,[512],"[(512, 'silu')]",0.3,0.999,512,0.01,0.1,1.4625,0.6802,16
84,[512],"[(512, 'leaky_relu')]",0.1,0.999,258,0.01,0.1,1.4641,0.6815,16
85,[512],"[(512, 'gelu')]",0.3,0.999,512,0.01,0.01,1.4655,0.6811,17
86,[256],"[(256, 'silu')]",0.3,0.975,258,0.01,0.1,1.4661,0.6885,18
87,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.999,512,0.01,0.1,1.4662,0.6618,31
88,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.1,1.4674,0.6896,19
89,[512],"[(512, 'gelu')]",0.5,0.999,258,0.01,0.1,1.468,0.663,16
90,[256],"[(256, 'gelu')]",0.5,0.999,512,0.01,0.1,1.4683,0.6561,22
91,[256],"[(256, 'silu')]",0.3,0.999,258,0.01,0.1,1.4686,0.6787,16
92,[512],"[(512, 'silu')]",0.5,0.975,512,0.01,0.1,1.4698,0.6883,25
93,[256],"[(256, 'leaky_relu')]",0.5,0.96,258,0.01,0.01,1.4699,0.6642,19
94,[256],"[(256, 'gelu')]",0.1,0.999,258,0.01,0.1,1.47,0.6898,15
95,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,512,0.01,0.1,1.4727,0.6479,28
96,[512],"[(512, 'gelu')]",0.1,0.999,512,0.01,0.1,1.4756,0.7056,16
97,[256],"[(256, 'gelu')]",0.5,0.96,512,0.01,0.01,1.4764,0.6679,21
98,[256],"[(256, 'leaky_relu')]",0.5,0.999,512,0.01,0.001,1.4766,0.663,24
99,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.999,512,0.01,0.1,1.477,0.6427,49
100,[512],"[(512, 'leaky_relu')]",0.3,0.975,512,0.01,0.001,1.4792,0.674,17
101,[512],"[(512, 'leaky_relu')]",0.3,0.999,258,0.01,0.1,1.4793,0.6835,16
102,[256],"[(256, 'gelu')]",0.3,0.975,512,0.01,0.01,1.4794,0.6577,17
103,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.001,1.48,0.6769,15
104,[256],"[(256, 'silu')]",0.5,0.999,512,0.01,0.001,1.4822,0.6556,23
105,[256],"[(256, 'gelu')]",0.5,0.999,512,0.01,0.001,1.4823,0.6482,18
106,[256],"[(256, 'silu')]",0.3,0.96,258,0.01,0.1,1.4829,0.6722,16
107,[512],"[(512, 'leaky_relu')]",0.3,0.96,258,0.01,0.1,1.483,0.6704,15
108,[256],"[(256, 'leaky_relu')]",0.3,0.999,512,0.01,0.01,1.483,0.6686,18
109,[512],"[(512, 'leaky_relu')]",0.3,0.999,512,0.01,0.1,1.4831,0.678,19
110,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.01,1.4832,0.6778,16
111,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,512,0.01,0.1,1.484,0.6469,63
112,[512],"[(512, 'leaky_relu')]",0.3,0.96,512,0.01,0.01,1.4844,0.6805,17
113,[512],"[(512, 'silu')]",0.5,0.975,258,0.01,0.01,1.486,0.6818,15
114,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.999,258,0.01,0.1,1.4862,0.6419,58
115,[512],"[(512, 'leaky_relu')]",0.5,0.999,258,0.01,0.001,1.4862,0.6946,19
116,[256],"[(256, 'leaky_relu')]",0.5,0.96,258,0.01,0.1,1.4866,0.6689,25
117,[512],"[(512, 'leaky_relu')]",0.1,0.999,512,0.01,0.1,1.4876,0.6831,17
118,[256],"[(256, 'silu')]",0.5,0.96,258,0.01,0.1,1.4882,0.6708,20
119,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.01,1.4886,0.6881,23
120,[512],"[(512, 'leaky_relu')]",0.1,0.96,512,0.01,0.1,1.4904,0.6733,18
121,[512],"[(512, 'silu')]",0.3,0.975,258,0.01,0.001,1.4937,0.6782,15
122,[256],"[(256, 'silu')]",0.3,0.999,512,0.01,0.1,1.4942,0.6773,17
123,[256],"[(256, 'silu')]",0.5,0.975,512,0.01,0.01,1.4952,0.6579,21
124,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.999,512,0.01,0.1,1.4964,0.6306,62
125,[512],"[(512, 'silu')]",0.3,0.975,258,0.01,0.01,1.4977,0.6897,14
126,[512],"[(512, 'silu')]",0.3,0.96,258,0.01,0.1,1.4979,0.6832,15
127,[512],"[(512, 'silu')]",0.3,0.999,258,0.01,0.01,1.4981,0.696,14
128,[512],"[(512, 'gelu')]",0.1,0.96,512,0.01,0.1,1.4983,0.6811,15
129,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.1,1.499,0.6511,24
130,[512],"[(512, 'silu')]",0.3,0.999,512,0.01,0.001,1.5009,0.6997,17
131,[256],"[(256, 'leaky_relu')]",0.5,0.999,512,0.01,0.01,1.5014,0.6538,25
132,[256],"[(256, 'leaky_relu')]",0.5,0.999,258,0.01,0.01,1.5018,0.6723,19
133,[256],"[(256, 'silu')]",0.5,0.96,512,0.01,0.001,1.5022,0.6545,22
134,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.999,258,0.01,0.1,1.5027,0.6305,18
135,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.975,512,0.01,0.1,1.504,0.6463,29
136,[512],"[(512, 'silu')]",0.1,0.999,512,0.01,0.1,1.5058,0.6804,16
137,[512],"[(512, 'silu')]",0.3,0.975,512,0.01,0.01,1.5059,0.6853,17
138,[512],"[(512, 'gelu')]",0.3,0.999,258,0.01,0.1,1.5071,0.6773,15
139,[512],"[(512, 'leaky_relu')]",0.1,0.999,512,0.01,0.001,1.5081,0.6846,16
140,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.001,1.5081,0.6813,19
141,[256],"[(256, 'silu')]",0.3,0.975,512,0.01,0.1,1.5084,0.6664,19
142,[256],"[(256, 'silu')]",0.3,0.96,258,0.01,0.01,1.5089,0.6889,16
143,[512],"[(512, 'gelu')]",0.3,0.975,258,0.01,0.1,1.5098,0.6813,21
144,[256],"[(256, 'silu')]",0.1,0.96,258,0.01,0.1,1.5107,0.6709,14
145,[256],"[(256, 'silu')]",0.5,0.96,258,0.01,0.01,1.5115,0.6579,19
146,[512],"[(512, 'silu')]",0.3,0.96,512,0.01,0.1,1.5122,0.6779,18
147,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.975,512,0.01,0.01,1.5124,0.6355,22
148,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.96,512,0.01,0.1,1.5131,0.6529,29
149,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.999,512,0.01,0.01,1.5136,0.6062,38
150,[512],"[(512, 'silu')]",0.3,0.96,512,0.01,0.01,1.515,0.6775,15
151,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.999,512,0.01,0.001,1.5155,0.6457,21
152,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.1,1.5155,0.6634,27
153,[256],"[(256, 'silu')]",0.5,0.999,258,0.01,0.01,1.516,0.6424,17
154,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.999,258,0.01,0.1,1.5161,0.6054,37
155,[512],"[(512, 'gelu')]",0.3,0.975,512,0.01,0.001,1.5161,0.6793,23
156,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.999,512,0.01,0.001,1.517,0.6449,23
157,[256],"[(256, 'leaky_relu')]",0.5,0.96,512,0.01,0.1,1.5176,0.6423,26
158,[256],"[(256, 'gelu')]",0.5,0.96,258,0.01,0.1,1.518,0.6442,22
159,[512],"[(512, 'gelu')]",0.1,0.975,512,0.01,0.1,1.5181,0.6838,16
160,[512],"[(512, 'leaky_relu')]",0.1,0.975,258,0.01,0.1,1.5194,0.6857,14
161,[512],"[(512, 'silu')]",0.3,0.96,512,0.01,0.001,1.5205,0.6846,18
162,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.001,1.5209,0.6624,18
163,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.001,1.5209,0.6233,36
164,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.975,512,0.01,0.1,1.5218,0.6292,25
165,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.1,1.5226,0.6235,47
166,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.96,512,0.01,0.01,1.5227,0.5937,35
167,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.975,512,0.01,0.1,1.5231,0.6606,31
168,[512],"[(512, 'silu')]",0.5,0.975,258,0.01,0.001,1.5236,0.6812,16
169,[256],"[(256, 'silu')]",0.5,0.975,258,0.01,0.001,1.5238,0.6705,17
170,[512],"[(512, 'gelu')]",0.3,0.999,512,0.01,0.001,1.5239,0.6688,17
171,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.96,258,0.01,0.1,1.5246,0.6399,22
172,[256],"[(256, 'gelu')]",0.5,0.975,258,0.01,0.001,1.5247,0.666,19
173,[512],"[(512, 'leaky_relu')]",0.5,0.999,258,0.01,0.01,1.5248,0.67,20
174,[256],"[(256, 'leaky_relu')]",0.1,0.999,512,0.01,0.001,1.5249,0.6769,15
175,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.001,1.5251,0.648,23
176,[512],"[(512, 'gelu')]",0.1,0.975,512,0.01,0.01,1.5256,0.6674,14
177,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.975,512,0.01,0.01,1.5262,0.6345,22
178,[512],"[(512, 'silu')]",0.5,0.999,512,0.01,0.01,1.5263,0.6612,17
179,[256],"[(256, 'gelu')]",0.5,0.975,258,0.01,0.1,1.527,0.6658,22
180,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.999,512,0.01,0.001,1.5271,0.6035,46
181,[256],"[(256, 'leaky_relu')]",0.5,0.975,258,0.01,0.001,1.5281,0.6664,20
182,[512],"[(512, 'leaky_relu')]",0.3,0.999,512,0.01,0.01,1.529,0.671,17
183,[256],"[(256, 'gelu')]",0.5,0.975,258,0.01,0.01,1.5295,0.6569,19
184,[512],"[(512, 'leaky_relu')]",0.3,0.96,258,0.01,0.001,1.5304,0.6849,15
185,[256],"[(256, 'leaky_relu')]",0.3,0.975,258,0.01,0.1,1.5312,0.6632,20
186,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.1,1.5313,0.6262,56
187,[512],"[(512, 'leaky_relu')]",0.1,0.96,258,0.01,0.1,1.5316,0.6749,14
188,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.01,1.5316,0.6798,16
189,[512],"[(512, 'gelu')]",0.1,0.999,512,0.01,0.001,1.5317,0.6865,15
190,[256],"[(256, 'leaky_relu')]",0.3,0.999,512,0.01,0.1,1.532,0.6666,21
191,[256],"[(256, 'gelu')]",0.3,0.999,512,0.01,0.001,1.5322,0.6618,17
192,[512],"[(512, 'silu')]",0.1,0.975,512,0.01,0.1,1.5323,0.6753,17
193,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.01,1.5329,0.6789,20
194,[512],"[(512, 'leaky_relu')]",0.3,0.975,512,0.01,0.01,1.5335,0.6579,18
195,[512],"[(512, 'leaky_relu')]",0.1,0.96,512,0.01,0.001,1.5337,0.68,15
196,[512],"[(512, 'gelu')]",0.3,0.975,512,0.01,0.01,1.5344,0.6756,18
197,[512],"[(512, 'silu')]",0.1,0.975,258,0.01,0.1,1.5346,0.6814,14
198,[256],"[(256, 'silu')]",0.3,0.999,258,0.01,0.001,1.5354,0.6634,14
199,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.1,1.5355,0.6925,14
200,[256],"[(256, 'gelu')]",0.3,0.96,512,0.01,0.001,1.5361,0.6661,18
201,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.96,258,0.01,0.1,1.538,0.6694,23
202,[256],"[(256, 'silu')]",0.3,0.96,512,0.01,0.01,1.5387,0.6706,20
203,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.999,258,0.01,0.1,1.539,0.6643,21
204,[256],"[(256, 'silu')]",0.3,0.999,512,0.01,0.001,1.539,0.6838,19
205,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.001,1.5395,0.6717,15
206,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.1,1.5404,0.6679,58
207,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.975,258,0.01,0.1,1.5406,0.6391,23
208,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.01,1.541,0.6727,16
209,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.01,1.5413,0.6926,15
210,[512],"[(512, 'leaky_relu')]",0.1,0.96,258,0.01,0.01,1.5414,0.6948,15
211,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.1,1.5421,0.6067,41
212,[256],"[(256, 'silu')]",0.5,0.96,258,0.01,0.001,1.5422,0.6632,16
213,[512],"[(512, 'leaky_relu')]",0.3,0.96,258,0.01,0.01,1.5436,0.6778,17
214,[256],"[(256, 'leaky_relu')]",0.3,0.96,258,0.01,0.1,1.5446,0.652,16
215,[256],"[(256, 'silu')]",0.1,0.999,258,0.01,0.1,1.5446,0.6847,16
216,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.999,512,0.01,0.1,1.545,0.6519,27
217,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.999,258,0.01,0.1,1.5462,0.61,38
218,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.96,512,0.01,0.001,1.5467,0.6137,37
219,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.975,512,0.01,0.1,1.5468,0.6094,37
220,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.1,1.5474,0.606,44
221,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.01,1.5488,0.6745,19
222,[256],"[(256, 'gelu')]",0.5,0.999,258,0.01,0.01,1.5493,0.6543,21
223,[256],"[(256, 'leaky_relu')]",0.1,0.999,258,0.01,0.1,1.5495,0.6589,16
224,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.999,512,0.01,0.1,1.5497,0.6319,22
225,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.975,258,0.01,0.01,1.55,0.6304,20
226,[256],"[(256, 'leaky_relu')]",0.1,0.999,512,0.01,0.1,1.5501,0.6583,18
227,[256],"[(256, 'silu')]",0.5,0.975,258,0.01,0.01,1.5513,0.6639,16
228,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.999,512,0.01,0.1,1.5513,0.6519,83
229,[256],"[(256, 'gelu')]",0.1,0.96,512,0.01,0.1,1.5516,0.6518,17
230,[512],"[(512, 'gelu')]",0.5,0.999,258,0.01,0.001,1.5518,0.6751,18
231,[256],"[(256, 'silu')]",0.3,0.975,512,0.01,0.001,1.5529,0.6678,16
232,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.999,512,0.01,0.1,1.553,0.656,22
233,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.975,512,0.01,0.001,1.5549,0.6454,23
234,[512],"[(512, 'leaky_relu')]",0.1,0.999,512,0.01,0.01,1.5559,0.6788,16
235,[512],"[(512, 'silu')]",0.1,0.975,512,0.01,0.001,1.5569,0.6695,16
236,[256],"[(256, 'gelu')]",0.1,0.975,258,0.01,0.001,1.557,0.6965,14
237,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.975,512,0.01,0.001,1.5579,0.6057,45
238,[256],"[(256, 'leaky_relu')]",0.3,0.975,512,0.01,0.01,1.5581,0.6709,19
239,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.001,1.5581,0.6691,17
240,[512],"[(512, 'gelu')]",0.1,0.999,258,0.01,0.01,1.5585,0.6764,16
241,[512],"[(512, 'silu')]",0.1,0.96,258,0.01,0.01,1.5594,0.6991,15
242,[256],"[(256, 'leaky_relu')]",0.1,0.96,258,0.01,0.1,1.5595,0.6628,15
243,[256],"[(256, 'leaky_relu')]",0.5,0.96,258,0.01,0.001,1.5596,0.6378,17
244,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.01,1.56,0.6774,14
245,[256],"[(256, 'silu')]",0.3,0.975,258,0.01,0.01,1.5609,0.6673,14
246,[256],"[(256, 'leaky_relu')]",0.3,0.975,512,0.01,0.001,1.561,0.6606,21
247,[256],"[(256, 'silu')]",0.3,0.96,512,0.01,0.001,1.5614,0.6627,18
248,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.96,512,0.01,0.1,1.5616,0.6307,46
249,[512],"[(512, 'leaky_relu')]",0.3,0.975,258,0.01,0.001,1.5623,0.6878,15
250,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.999,512,0.01,0.1,1.5627,0.6708,34
251,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.999,512,0.01,0.001,1.563,0.6504,23
252,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,512,0.01,0.001,1.563,0.6616,24
253,[512],"[(512, 'leaky_relu')]",0.3,0.96,512,0.01,0.001,1.5633,0.664,19
254,[256],"[(256, 'gelu')]",0.3,0.96,512,0.01,0.01,1.5652,0.6568,19
255,[256],"[(256, 'leaky_relu')]",0.5,0.999,258,0.01,0.001,1.5652,0.6691,22
256,[512],"[(512, 'silu')]",0.1,0.96,512,0.01,0.1,1.5669,0.6952,17
257,[512],"[(512, 'silu')]",0.3,0.999,258,0.01,0.001,1.5678,0.6725,15
258,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.01,1.5684,0.6138,38
259,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,512,0.01,0.1,1.5685,0.6424,58
260,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.1,1.5699,0.6269,52
261,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.999,512,0.01,0.01,1.57,0.6376,26
262,[512],"[(512, 'silu')]",0.5,0.999,258,0.01,0.01,1.5702,0.6695,19
263,[256],"[(256, 'gelu')]",0.3,0.975,258,0.01,0.001,1.5707,0.6611,16
264,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.1,1.5709,0.6044,40
265,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.001,1.5718,0.5982,37
266,[512],"[(512, 'leaky_relu')]",0.3,0.975,258,0.01,0.01,1.5723,0.6856,15
267,[256],"[(256, 'gelu')]",0.3,0.975,512,0.01,0.1,1.5724,0.6601,20
268,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.999,512,0.01,0.1,1.5727,0.6484,21
269,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.999,258,0.01,0.1,1.5727,0.6035,36
270,[256],"[(256, 'gelu')]",0.1,0.999,512,0.01,0.1,1.5732,0.6674,17
271,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.999,512,0.01,0.1,1.5735,0.585,46
272,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.999,512,0.01,0.1,1.5736,0.5991,44
273,[256],"[(256, 'silu')]",0.1,0.975,512,0.01,0.001,1.5738,0.6747,17
