,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
274,[256],"[(256, 'leaky_relu')]",0.3,0.96,512,0.01,0.01,1.5742,0.6417,17
275,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.1,1.5754,0.5929,35
276,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.001,1.5758,0.6142,40
277,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.96,258,0.01,0.1,1.577,0.6032,38
278,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.975,512,0.01,0.1,1.579,0.6436,27
279,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.975,258,0.01,0.1,1.5791,0.6178,22
280,[512],"[(512, 'silu')]",0.1,0.96,512,0.01,0.001,1.5792,0.6954,16
281,[256],"[(256, 'silu')]",0.1,0.975,258,0.01,0.1,1.5796,0.6723,15
282,[256],"[(256, 'leaky_relu')]",0.1,0.975,512,0.01,0.001,1.5798,0.6721,17
283,[512],"[(512, 'silu')]",0.5,0.999,258,0.01,0.001,1.5803,0.6652,17
284,[256],"[(256, 'gelu')]",0.5,0.96,258,0.01,0.01,1.5804,0.6488,17
285,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.01,1.5805,0.6254,39
286,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.999,258,0.01,0.1,1.581,0.6456,24
287,[512],"[(512, 'silu')]",0.1,0.96,512,0.01,0.01,1.5816,0.6844,15
288,[256],"[(256, 'leaky_relu')]",0.3,0.96,512,0.01,0.001,1.5817,0.6774,21
289,[256],"[(256, 'leaky_relu')]",0.1,0.975,512,0.01,0.1,1.5818,0.6592,19
290,[256],"[(256, 'leaky_relu')]",0.3,0.999,258,0.01,0.1,1.5827,0.6624,17
291,[256],"[(256, 'leaky_relu')]",0.3,0.999,258,0.01,0.01,1.5831,0.6529,18
292,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.999,258,0.01,0.01,1.584,0.6068,33
293,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.1,1.5843,0.6539,21
294,[256],"[(256, 'leaky_relu')]",0.3,0.96,258,0.01,0.001,1.5847,0.6555,15
295,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.96,512,0.01,0.1,1.5859,0.5888,41
296,[512],"[(512, 'silu')]",0.1,0.975,258,0.01,0.01,1.5859,0.6731,14
297,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.975,512,0.01,0.001,1.5864,0.625,23
298,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.975,512,0.01,0.1,1.587,0.5995,45
299,[512],"[(512, 'gelu')]",0.1,0.999,258,0.01,0.001,1.5873,0.6967,14
300,[256],"[(256, 'silu')]",0.3,0.999,512,0.01,0.01,1.5879,0.6628,17
301,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.999,258,0.01,0.1,1.5882,0.6219,59
302,[256],"[(256, 'silu')]",0.1,0.999,512,0.01,0.001,1.5885,0.6699,15
303,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.001,1.5885,0.6807,13
304,[512],"[(512, 'gelu')]",0.1,0.999,512,0.01,0.01,1.5891,0.6862,16
305,[256],"[(256, 'leaky_relu')]",0.1,0.975,258,0.01,0.01,1.5892,0.6873,16
306,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.96,512,0.01,0.001,1.5898,0.6294,21
307,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.975,258,0.01,0.1,1.5901,0.6017,36
308,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.96,258,0.01,0.1,1.5902,0.6558,23
309,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,512,0.01,0.01,1.5902,0.6546,26
310,[256],"[(256, 'gelu')]",0.1,0.96,258,0.01,0.1,1.5907,0.6509,13
311,[256],"[(256, 'gelu')]",0.3,0.975,512,0.01,0.001,1.5934,0.6752,20
312,[256],"[(256, 'gelu')]",0.5,0.999,258,0.01,0.001,1.5935,0.6514,18
313,[256],"[(256, 'silu')]",0.5,0.999,258,0.01,0.001,1.5943,0.6803,19
314,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.96,512,0.01,0.1,1.5944,0.6233,31
315,[256],"[(256, 'leaky_relu')]",0.5,0.975,258,0.01,0.01,1.595,0.63,19
316,[512],"[(512, 'leaky_relu')]",0.1,0.975,512,0.01,0.001,1.5952,0.6627,15
317,[512],"[(512, 'leaky_relu')]",0.1,0.975,258,0.01,0.01,1.5953,0.6794,14
318,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.999,512,0.01,0.001,1.5954,0.5849,36
319,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.96,512,0.01,0.01,1.5963,0.5946,44
320,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.01,1.5966,0.6565,26
321,[256],"[(256, 'gelu')]",0.1,0.975,258,0.01,0.1,1.5966,0.6682,14
322,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.975,512,0.01,0.01,1.5974,0.5957,43
323,[512],"[(512, 'leaky_relu')]",0.3,0.999,258,0.01,0.01,1.5984,0.6875,15
324,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.999,512,0.01,0.001,1.5985,0.6653,26
325,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.1,1.5986,0.6239,61
326,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.96,258,0.01,0.001,1.5986,0.616,18
327,[512],"[(512, 'gelu')]",0.1,0.96,512,0.01,0.01,1.5987,0.6788,16
328,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.001,1.5989,0.6406,15
329,[256],"[(256, 'gelu')]",0.1,0.975,512,0.01,0.1,1.5994,0.6581,17
330,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.001,1.5995,0.5998,49
331,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,512,0.01,0.1,1.6,0.6571,20
332,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.999,512,0.01,0.001,1.6001,0.5772,35
333,[256],"[(256, 'gelu')]",0.3,0.975,258,0.01,0.01,1.6026,0.6826,16
334,[512],"[(512, 'leaky_relu')]",0.1,0.96,258,0.01,0.001,1.6043,0.6867,14
335,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,258,0.01,0.1,1.6047,0.636,56
336,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.96,512,0.01,0.1,1.6055,0.6709,19
337,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.975,512,0.01,0.01,1.6056,0.6189,42
338,[256],"[(256, 'silu')]",0.1,0.96,512,0.01,0.001,1.6069,0.6749,18
339,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.01,1.6073,0.6726,13
340,[256],"[(256, 'silu')]",0.1,0.999,512,0.01,0.1,1.6073,0.6744,17
341,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.999,512,0.01,0.01,1.6074,0.5927,44
342,[512],"[(512, 'silu')]",0.1,0.999,258,0.01,0.001,1.6077,0.6782,14
343,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.999,258,0.01,0.01,1.6077,0.6342,20
344,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.975,512,0.01,0.001,1.6082,0.64,24
345,[256],"[(256, 'leaky_relu')]",0.3,0.999,258,0.01,0.001,1.6086,0.6565,15
346,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.999,512,0.01,0.1,1.6088,0.6555,20
347,[512],"[(512, 'leaky_relu')]",0.1,0.96,512,0.01,0.01,1.6101,0.6723,16
348,[256],"[(256, 'gelu')]",0.1,0.96,512,0.01,0.01,1.6106,0.6617,17
349,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.01,1.6109,0.6428,53
350,[512],"[(512, 'leaky_relu')]",0.1,0.975,512,0.01,0.01,1.6109,0.661,18
351,[256],"[(256, 'silu')]",0.1,0.999,512,0.01,0.01,1.6113,0.6604,16
352,[256],"[(256, 'leaky_relu')]",0.3,0.999,512,0.01,0.001,1.612,0.6676,24
353,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.96,258,0.01,0.1,1.613,0.6242,23
354,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,512,0.01,0.01,1.6135,0.6104,61
355,[256],"[(256, 'gelu')]",0.3,0.999,258,0.01,0.01,1.6135,0.6638,15
356,[256],"[(256, 'silu')]",0.3,0.96,258,0.01,0.001,1.6142,0.6575,15
357,[256],"[(256, 'leaky_relu')]",0.1,0.975,258,0.01,0.1,1.6143,0.653,15
358,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.96,512,0.01,0.01,1.6144,0.6147,21
359,[256],"[(256, 'gelu')]",0.3,0.975,258,0.01,0.1,1.6144,0.651,15
360,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.96,512,0.01,0.001,1.616,0.6156,50
361,[256],"[(256, 'gelu')]",0.1,0.975,512,0.01,0.01,1.6165,0.6541,17
362,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.001,1.6167,0.6156,21
363,[512],"[(512, 'silu')]",0.3,0.96,258,0.01,0.001,1.6168,0.6856,14
364,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.01,1.617,0.6013,37
365,[512],"[(512, 'leaky_relu')]",0.3,0.999,258,0.01,0.001,1.6174,0.6827,14
366,[512],"[(512, 'silu')]",0.1,0.975,512,0.01,0.01,1.6181,0.6678,15
367,[256],"[(256, 'silu')]",0.1,0.96,512,0.01,0.1,1.6192,0.6652,20
368,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.96,512,0.01,0.001,1.6202,0.6439,26
369,[256],"[(256, 'silu')]",0.1,0.96,512,0.01,0.01,1.6204,0.6658,17
370,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.999,512,0.01,0.001,1.6219,0.6158,49
371,[256],"[(256, 'gelu')]",0.1,0.999,512,0.01,0.01,1.6224,0.6687,15
372,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.975,258,0.01,0.001,1.6226,0.6212,20
373,[256],"[(256, 'gelu')]",0.1,0.96,512,0.01,0.001,1.6232,0.6565,15
374,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.975,512,0.01,0.001,1.6241,0.6388,31
375,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.999,512,0.01,0.01,1.626,0.6136,47
376,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.96,512,0.01,0.001,1.6263,0.6287,24
377,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.999,258,0.01,0.01,1.6272,0.6479,19
378,[512],"[(512, 'gelu')]",0.3,0.975,258,0.01,0.001,1.6272,0.6723,16
379,[512],"[(512, 'gelu')]",0.1,0.975,512,0.01,0.001,1.6273,0.6666,15
380,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.01,1.6279,0.6374,20
381,[512],"[(512, 'leaky_relu')]",0.1,0.999,258,0.01,0.001,1.628,0.6917,15
382,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.96,258,0.01,0.01,1.6282,0.6011,20
383,[256],"[(256, 'leaky_relu')]",0.1,0.999,512,0.01,0.01,1.6283,0.6576,17
384,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,258,0.01,0.1,1.6284,0.6396,27
385,[256],"[(256, 'silu')]",0.1,0.975,512,0.01,0.1,1.6285,0.65,17
386,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.96,512,0.01,0.1,1.629,0.6303,25
387,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.96,258,0.01,0.001,1.6293,0.6005,33
388,[256],"[(256, 'leaky_relu')]",0.1,0.96,512,0.01,0.1,1.6295,0.6619,20
389,[512],"[(512, 'gelu')]",0.3,0.999,258,0.01,0.01,1.63,0.6578,15
390,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.999,512,0.01,0.01,1.6308,0.6331,23
391,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.999,512,0.01,0.01,1.6308,0.6437,31
392,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.999,512,0.01,0.1,1.6311,0.6729,18
393,[256],"[(256, 'silu')]",0.1,0.975,512,0.01,0.01,1.6313,0.6713,16
394,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.01,1.6322,0.6091,39
395,[256],"[(256, 'gelu')]",0.3,0.96,258,0.01,0.01,1.6331,0.6514,16
396,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.01,1.634,0.5934,51
397,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.999,512,0.01,0.01,1.6347,0.6334,22
398,[256],"[(256, 'leaky_relu')]",0.1,0.96,512,0.01,0.01,1.6353,0.6416,16
399,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.999,258,0.01,0.1,1.6355,0.6313,21
400,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.999,512,0.01,0.01,1.6361,0.6118,38
401,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,512,0.01,0.001,1.6362,0.6129,47
402,[512],"[(512, 'gelu')]",0.1,0.96,512,0.01,0.001,1.6368,0.6667,16
403,[512],"[(512, 'gelu')]",0.5,0.999,258,0.01,0.01,1.6371,0.6497,21
404,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.001,1.6372,0.6339,19
405,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.1,1.639,0.641,21
406,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.999,258,0.01,0.001,1.6393,0.6161,23
407,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.01,1.6393,0.6238,55
408,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.1,1.6396,0.655,20
409,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.01,1.6418,0.6621,19
410,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,512,0.01,0.001,1.6428,0.6552,18
411,[512],"[(512, 'silu')]",0.3,0.975,512,0.01,0.001,1.6433,0.6692,17
412,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.1,1.6439,0.6363,20
413,[256],"[(256, 'leaky_relu')]",0.3,0.975,258,0.01,0.01,1.6443,0.6826,17
414,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.975,512,0.01,0.01,1.6446,0.6497,25
415,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.999,512,0.01,0.001,1.6458,0.6396,26
416,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.96,258,0.01,0.1,1.646,0.5868,40
417,[512],"[(512, 'gelu')]",0.3,0.999,258,0.01,0.001,1.6485,0.6886,14
418,[256],"[(256, 'gelu')]",0.3,0.999,258,0.01,0.001,1.6491,0.6445,15
419,[512],"[(512, 'leaky_relu')]",0.1,0.999,258,0.01,0.01,1.6499,0.6655,14
420,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.999,258,0.01,0.01,1.6505,0.6364,20
421,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.96,512,0.01,0.01,1.6531,0.6393,22
422,[512],"[(512, 'silu')]",0.1,0.975,258,0.01,0.001,1.6534,0.6789,14
423,[256],"[(256, 'gelu')]",0.5,0.96,258,0.01,0.001,1.6536,0.6458,19
424,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.999,512,0.01,0.01,1.6537,0.6102,50
425,[256],"[(256, 'leaky_relu')]",0.1,0.975,258,0.01,0.001,1.6548,0.6816,15
426,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.999,258,0.01,0.01,1.655,0.6107,45
427,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.999,512,0.01,0.1,1.6558,0.6648,21
428,[256],"[(256, 'gelu')]",0.1,0.975,512,0.01,0.001,1.6565,0.6702,16
429,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.001,1.6571,0.5925,34
430,[256],"[(256, 'gelu')]",0.3,0.96,258,0.01,0.001,1.6574,0.6677,17
431,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.999,258,0.01,0.01,1.6575,0.6137,33
432,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.999,258,0.01,0.001,1.6588,0.6013,35
433,[512],"[(512, 'silu')]",0.1,0.999,512,0.01,0.01,1.6588,0.6706,16
434,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.975,512,0.01,0.1,1.6604,0.6441,16
435,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.96,258,0.01,0.01,1.6611,0.6325,26
436,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.001,1.6612,0.6742,14
437,[256],"[(256, 'gelu')]",0.1,0.999,512,0.01,0.001,1.6619,0.6402,15
438,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.001,1.6619,0.5932,34
439,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.01,1.662,0.6231,50
440,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.1,1.6624,0.6727,17
441,[512],"[(512, 'silu')]",0.1,0.999,512,0.01,0.001,1.6631,0.675,18
442,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.96,258,0.01,0.001,1.6659,0.6378,22
443,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.96,258,0.01,0.001,1.6659,0.611,24
444,[512],"[(512, 'silu')]",0.1,0.999,258,0.01,0.01,1.6665,0.6709,14
445,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.975,512,0.01,0.01,1.6671,0.64,26
446,[256],"[(256, 'gelu')]",0.1,0.96,258,0.01,0.001,1.6698,0.6554,14
447,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.975,512,0.01,0.001,1.6699,0.5744,35
448,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.96,258,0.01,0.01,1.6733,0.5855,32
449,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.999,258,0.01,0.1,1.6737,0.6399,16
450,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.999,258,0.01,0.001,1.6743,0.6444,24
451,[512],"[(512, 'leaky_relu')]",0.1,0.975,258,0.01,0.001,1.6755,0.6625,14
452,[256],"[(256, 'gelu')]",0.1,0.975,258,0.01,0.01,1.676,0.6734,15
453,[256],"[(256, 'silu')]",0.3,0.999,258,0.01,0.01,1.676,0.6736,17
454,[512],"[(512, 'silu')]",0.3,0.96,258,0.01,0.01,1.6761,0.6569,14
455,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.01,1.6767,0.5892,62
456,[256],"[(256, 'gelu')]",0.1,0.999,258,0.01,0.01,1.6767,0.6555,14
457,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.1,1.6769,0.6581,18
458,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.999,512,0.01,0.01,1.677,0.6698,28
459,[256],"[(256, 'leaky_relu')]",0.1,0.96,258,0.01,0.001,1.6772,0.6467,15
460,[256],"[(256, 'leaky_relu')]",0.3,0.96,258,0.01,0.01,1.6789,0.6398,15
461,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.1,1.68,0.6531,16
462,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.001,1.6807,0.6861,14
463,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.975,258,0.01,0.001,1.6811,0.5777,39
464,[256],"[(256, 'silu')]",0.1,0.96,258,0.01,0.01,1.6816,0.6675,15
465,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,512,0.01,0.1,1.6831,0.6307,19
466,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.975,258,0.01,0.01,1.686,0.5722,30
467,[256],"[(256, 'silu')]",0.1,0.96,258,0.01,0.001,1.6874,0.6615,15
468,[256],"[(256, 'leaky_relu')]",0.1,0.999,258,0.01,0.001,1.689,0.6723,15
469,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.999,258,0.01,0.01,1.6907,0.5988,39
470,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.96,512,0.01,0.1,1.6926,0.6466,19
471,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.96,258,0.01,0.01,1.6934,0.5939,30
472,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.999,258,0.01,0.001,1.6939,0.6013,60
473,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,512,0.01,0.001,1.6963,0.6128,58
474,[256],"[(256, 'gelu')]",0.1,0.96,258,0.01,0.01,1.6965,0.6657,13
475,[256],"[(256, 'leaky_relu')]",0.1,0.96,258,0.01,0.01,1.698,0.6718,15
476,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.01,1.6983,0.6335,30
477,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.975,258,0.01,0.1,1.6989,0.65,29
478,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.96,512,0.01,0.01,1.7012,0.6293,27
479,[256],"[(256, 'leaky_relu')]",0.1,0.96,512,0.01,0.001,1.7028,0.6435,18
480,[512],"[(512, 'gelu')]",0.3,0.975,258,0.01,0.01,1.7029,0.6689,16
481,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.96,512,0.01,0.1,1.7036,0.6231,20
482,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.999,258,0.01,0.01,1.7038,0.6443,24
483,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.999,258,0.01,0.001,1.7053,0.6289,25
484,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.001,1.7068,0.5686,39
485,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.999,258,0.01,0.001,1.7071,0.6403,22
486,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.999,258,0.01,0.001,1.7076,0.5899,33
487,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.975,512,0.01,0.1,1.7086,0.636,23
488,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.999,258,0.01,0.1,1.7103,0.6487,27
489,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.999,512,0.01,0.001,1.7111,0.6279,18
490,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.975,258,0.01,0.01,1.7146,0.6176,24
491,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,258,0.01,0.001,1.7192,0.6238,80
492,[256],"[(256, 'leaky_relu')]",0.1,0.975,512,0.01,0.01,1.7197,0.6469,17
493,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.01,1.7204,0.6257,69
494,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.96,258,0.01,0.001,1.7206,0.5785,48
495,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.999,258,0.01,0.1,1.721,0.6629,18
496,[256],"[(256, 'gelu')]",0.1,0.999,258,0.01,0.001,1.7222,0.6533,16
497,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.999,258,0.01,0.001,1.7231,0.5775,58
498,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.001,1.7257,0.6113,61
499,[256],"[(256, 'leaky_relu')]",0.3,0.975,258,0.01,0.001,1.7259,0.6671,21
500,[256],"[(256, 'silu')]",0.1,0.999,258,0.01,0.001,1.726,0.6785,15
501,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.1,1.7265,0.6235,20
502,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,258,0.01,0.01,1.7277,0.5878,70
503,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.999,258,0.01,0.01,1.7287,0.6222,22
504,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.999,258,0.01,0.1,1.7287,0.6449,18
505,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.999,512,0.01,0.01,1.7297,0.6409,17
506,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.96,258,0.01,0.01,1.7337,0.6139,23
507,[256],"[(256, 'leaky_relu')]",0.1,0.999,258,0.01,0.01,1.7349,0.6491,15
508,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.96,258,0.01,0.01,1.7356,0.6347,24
509,[256],"[(256, 'silu')]",0.1,0.999,258,0.01,0.01,1.7375,0.6583,14
510,[256],"[(256, 'silu')]",0.1,0.975,258,0.01,0.001,1.738,0.6621,13
511,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.975,258,0.01,0.01,1.7388,0.6222,25
512,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.96,512,0.01,0.01,1.7389,0.6489,16
513,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.96,512,0.01,0.001,1.7389,0.6499,18
514,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,512,0.01,0.01,1.7397,0.6327,59
515,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.96,512,0.01,0.01,1.7444,0.636,20
516,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.999,512,0.01,0.1,1.7451,0.6266,17
517,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.001,1.7452,0.6018,81
518,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.001,1.7461,0.6339,23
519,[256],"[(256, 'silu')]",0.3,0.975,258,0.01,0.001,1.7461,0.6456,16
520,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.96,258,0.01,0.001,1.7464,0.631,23
521,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.999,512,0.01,0.001,1.7481,0.6631,22
522,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.999,512,0.01,0.001,1.7481,0.6331,18
523,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.999,512,0.01,0.01,1.7516,0.6405,23
524,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.999,258,0.01,0.01,1.7517,0.6595,16
525,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.999,258,0.01,0.01,1.7526,0.6187,58
526,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,258,0.01,0.01,1.755,0.6111,31
