,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
84,[1024],"[(1024, 'gelu')]",0.3,0.95,512,0.01,0.2,1.2405,0.7143,27
85,[1024],"[(1024, 'silu')]",0.5,0.9,512,0.01,0.2,1.2408,0.6922,21
86,[1024],"[(1024, 'leaky_relu')]",0.1,0.95,258,0.01,0.2,1.2409,0.7089,29
87,[512],"[(512, 'silu')]",0.5,0.95,512,0.01,0.25,1.2409,0.7059,19
88,[1024],"[(1024, 'silu')]",0.5,0.96,512,0.01,0.2,1.2411,0.7128,27
89,[512],"[(512, 'leaky_relu')]",0.5,0.95,258,0.01,0.2,1.2417,0.7001,26
90,[512],"[(512, 'gelu')]",0.5,0.9,512,0.01,0.2,1.2425,0.7065,28
91,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.25,1.2426,0.6942,26
92,[512],"[(512, 'leaky_relu')]",0.5,0.9,512,0.01,0.25,1.2426,0.6945,35
93,[1024],"[(1024, 'silu')]",0.3,0.975,258,0.01,0.25,1.2429,0.6983,15
94,[512],"[(512, 'silu')]",0.3,0.95,258,0.01,0.25,1.243,0.7048,30
95,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.25,1.243,0.6939,39
96,[1024],"[(1024, 'leaky_relu')]",0.5,0.96,512,0.01,0.2,1.2433,0.7104,21
97,[512],"[(512, 'silu')]",0.5,0.9,258,0.01,0.15,1.2437,0.696,24
98,[1024],"[(1024, 'leaky_relu')]",0.1,0.96,258,0.01,0.25,1.244,0.7199,46
99,[1024],"[(1024, 'leaky_relu')]",0.3,0.9,512,0.01,0.1,1.2447,0.6884,18
100,[512],"[(512, 'gelu')]",0.5,0.95,512,0.01,0.15,1.2456,0.7063,28
101,[512],"[(512, 'leaky_relu')]",0.5,0.9,258,0.01,0.15,1.246,0.684,24
102,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.9,258,0.01,0.2,1.246,0.6822,36
103,[512],"[(512, 'silu')]",0.3,0.975,258,0.01,0.25,1.2468,0.6998,35
104,[1024],"[(1024, 'leaky_relu')]",0.3,0.9,512,0.01,0.15,1.2482,0.6908,22
105,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.25,1.2483,0.7009,33
106,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.25,1.2486,0.6948,28
107,[1024],"[(1024, 'silu')]",0.5,0.975,258,0.01,0.25,1.2487,0.7074,26
108,[1024],"[(1024, 'leaky_relu')]",0.3,0.9,258,0.01,0.1,1.2494,0.6959,23
109,[512],"[(512, 'leaky_relu')]",0.5,0.95,258,0.01,0.25,1.2495,0.6983,35
110,[1024],"[(1024, 'gelu')]",0.3,0.9,512,0.01,0.25,1.2502,0.6946,21
111,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.25,1.2518,0.6967,31
112,[512],"[(512, 'silu')]",0.3,0.96,258,0.01,0.25,1.2527,0.7042,41
113,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.2,1.2528,0.7061,52
114,[512],"[(512, 'leaky_relu')]",0.3,0.975,258,0.01,0.25,1.2533,0.7007,30
115,[1024],"[(1024, 'silu')]",0.3,0.9,258,0.01,0.2,1.2536,0.7016,28
116,[512],"[(512, 'silu')]",0.3,0.9,258,0.01,0.25,1.2542,0.689,19
117,[1024],"[(1024, 'leaky_relu')]",0.5,0.95,512,0.01,0.2,1.2545,0.6915,20
118,[512],"[(512, 'gelu')]",0.5,0.95,512,0.01,0.25,1.2546,0.7034,42
119,[1024],"[(1024, 'leaky_relu')]",0.5,0.9,258,0.01,0.1,1.2546,0.6996,23
120,[1024],"[(1024, 'gelu')]",0.5,0.95,258,0.01,0.15,1.2547,0.7063,21
121,[1024],"[(1024, 'leaky_relu')]",0.1,0.975,258,0.01,0.2,1.2555,0.7181,36
122,[512],"[(512, 'leaky_relu')]",0.5,0.9,512,0.01,0.15,1.2561,0.6813,32
123,[1024],"[(1024, 'leaky_relu')]",0.5,0.95,512,0.01,0.25,1.2564,0.6932,24
124,[1024],"[(1024, 'gelu')]",0.1,0.9,512,0.01,0.15,1.2571,0.6958,21
125,[1024],"[(1024, 'silu')]",0.5,0.96,512,0.01,0.25,1.2572,0.7023,45
126,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.25,1.2572,0.6945,22
127,[1024],"[(1024, 'silu')]",0.1,0.975,258,0.01,0.25,1.2574,0.7059,38
128,[1024],"[(1024, 'silu')]",0.5,0.95,258,0.01,0.1,1.2577,0.7025,26
129,[512],"[(512, 'leaky_relu')]",0.5,0.9,512,0.01,0.2,1.2584,0.6855,43
130,[1024],"[(1024, 'leaky_relu')]",0.3,0.95,512,0.01,0.2,1.2585,0.6955,19
131,[512],"[(512, 'silu')]",0.5,0.9,512,0.01,0.15,1.2595,0.6891,22
132,[512],"[(512, 'leaky_relu')]",0.5,0.95,258,0.01,0.15,1.2597,0.6856,36
133,[1024],"[(1024, 'gelu')]",0.5,0.9,258,0.01,0.1,1.26,0.6915,25
134,[1024],"[(1024, 'silu')]",0.3,0.95,512,0.01,0.25,1.2605,0.6959,21
135,[512],"[(512, 'silu')]",0.3,0.95,258,0.01,0.2,1.2612,0.6995,42
136,[1024],"[(1024, 'silu')]",0.3,0.9,258,0.01,0.25,1.2627,0.6923,27
137,[512],"[(512, 'leaky_relu')]",0.1,0.975,258,0.01,0.25,1.2638,0.6987,41
138,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.2,1.2638,0.6865,17
139,[1024],"[(1024, 'silu')]",0.3,0.9,512,0.01,0.2,1.2638,0.6886,18
140,[1024],"[(1024, 'leaky_relu')]",0.5,0.95,258,0.01,0.15,1.2646,0.7138,34
141,[512],"[(512, 'silu')]",0.5,0.95,258,0.01,0.15,1.2653,0.6944,21
142,[512],"[(512, 'gelu')]",0.5,0.95,258,0.01,0.2,1.2653,0.7057,29
143,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.25,1.2654,0.6921,24
144,[1024],"[(1024, 'leaky_relu')]",0.5,0.96,512,0.01,0.1,1.2656,0.702,19
145,[1024],"[(1024, 'gelu')]",0.3,0.9,258,0.01,0.2,1.2666,0.7009,17
146,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,258,0.01,0.2,1.2672,0.7204,29
147,[1024],"[(1024, 'leaky_relu')]",0.1,0.9,512,0.01,0.25,1.2673,0.6997,31
148,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.2,1.2675,0.6935,24
149,[1024],"[(1024, 'gelu')]",0.1,0.9,258,0.01,0.25,1.268,0.7045,31
150,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.25,1.2682,0.7061,30
151,[512],"[(512, 'gelu')]",0.5,0.9,512,0.01,0.1,1.2687,0.6883,21
152,[512],"[(512, 'gelu')]",0.3,0.9,258,0.01,0.2,1.2689,0.692,22
153,[1024],"[(1024, 'leaky_relu')]",0.3,0.95,258,0.01,0.2,1.269,0.7237,19
154,[1024],"[(1024, 'gelu')]",0.3,0.9,512,0.01,0.1,1.2696,0.6884,24
155,[1024],"[(1024, 'leaky_relu')]",0.3,0.96,258,0.01,0.2,1.2697,0.6945,24
156,[1024],"[(1024, 'gelu')]",0.1,0.975,512,0.01,0.25,1.2705,0.6932,44
157,[1024],"[(1024, 'silu')]",0.3,0.9,512,0.01,0.25,1.2705,0.6896,20
158,[1024],"[(1024, 'leaky_relu')]",0.3,0.96,258,0.01,0.25,1.2707,0.711,30
159,[512],"[(512, 'silu')]",0.5,0.975,512,0.01,0.25,1.2708,0.6966,25
160,[1024],"[(1024, 'gelu')]",0.3,0.9,258,0.01,0.1,1.2708,0.7031,24
161,[512],"[(512, 'silu')]",0.5,0.975,512,0.01,0.2,1.2709,0.6917,20
162,[1024],"[(1024, 'leaky_relu')]",0.3,0.95,258,0.01,0.15,1.2709,0.7078,26
163,[1024],"[(1024, 'silu')]",0.3,0.95,258,0.01,0.25,1.2714,0.7076,22
164,[1024],"[(1024, 'silu')]",0.3,0.9,512,0.01,0.15,1.272,0.6997,18
165,[512],"[(512, 'leaky_relu')]",0.5,0.975,512,0.01,0.25,1.2724,0.6832,26
166,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.2,1.2729,0.6942,43
167,[1024],"[(1024, 'gelu')]",0.3,0.9,512,0.01,0.2,1.2731,0.6892,19
168,[512],"[(512, 'leaky_relu')]",0.3,0.9,258,0.01,0.15,1.274,0.686,19
169,[512],"[(512, 'leaky_relu')]",0.3,0.9,512,0.01,0.2,1.2743,0.6785,25
170,[512],"[(512, 'gelu')]",0.3,0.95,512,0.01,0.25,1.2743,0.6938,42
171,[1024],"[(1024, 'gelu')]",0.3,0.95,512,0.01,0.15,1.2743,0.6989,27
172,[1024],"[(1024, 'leaky_relu')]",0.1,0.9,258,0.01,0.2,1.2744,0.7026,16
173,[512],"[(512, 'gelu')]",0.5,0.9,258,0.01,0.1,1.2745,0.6966,22
174,[512],"[(512, 'gelu')]",0.3,0.9,512,0.01,0.25,1.2748,0.6827,21
175,[1024],"[(1024, 'silu')]",0.5,0.95,512,0.01,0.2,1.2748,0.6992,22
176,[512],"[(512, 'gelu')]",0.3,0.9,512,0.01,0.15,1.275,0.6854,25
177,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.25,1.2752,0.6985,68
178,[1024],"[(1024, 'gelu')]",0.3,0.96,258,0.01,0.2,1.2756,0.6981,24
179,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,512,0.01,0.25,1.2759,0.7043,25
180,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.2,1.276,0.6978,25
181,[512],"[(512, 'leaky_relu')]",0.3,0.9,258,0.01,0.25,1.2762,0.6883,33
182,[1024],"[(1024, 'silu')]",0.5,0.96,512,0.01,0.1,1.2765,0.6994,20
183,[1024],"[(1024, 'gelu')]",0.3,0.96,258,0.01,0.15,1.2769,0.6942,17
184,[1024],"[(1024, 'leaky_relu')]",0.5,0.95,512,0.01,0.15,1.277,0.7012,24
185,[512],"[(512, 'silu')]",0.3,0.9,258,0.01,0.2,1.2776,0.6972,14
186,[512],"[(512, 'gelu')]",0.5,0.95,258,0.01,0.15,1.2781,0.6978,31
187,[512],"[(512, 'gelu')]",0.3,0.95,258,0.01,0.25,1.2799,0.6931,44
188,[512],"[(512, 'silu')]",0.3,0.95,512,0.01,0.25,1.2799,0.7029,29
189,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.25,1.2802,0.6866,40
190,[1024],"[(1024, 'leaky_relu')]",0.1,0.9,258,0.01,0.25,1.2802,0.6965,18
191,[1024],"[(1024, 'gelu')]",0.5,0.96,512,0.01,0.15,1.2807,0.7003,20
192,[1024],"[(1024, 'gelu')]",0.3,0.975,258,0.01,0.2,1.2817,0.7082,15
193,[1024],"[(1024, 'silu')]",0.5,0.96,512,0.01,0.15,1.2818,0.7005,28
194,[1024],"[(1024, 'gelu')]",0.5,0.96,512,0.01,0.2,1.2818,0.6922,19
195,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.2,1.2822,0.6974,28
196,[1024],"[(1024, 'leaky_relu')]",0.3,0.95,512,0.01,0.25,1.2831,0.6948,21
197,[512],"[(512, 'silu')]",0.5,0.95,512,0.01,0.2,1.2833,0.6991,34
198,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.15,1.2834,0.6945,28
199,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.15,1.2841,0.6959,28
200,[1024],"[(1024, 'gelu')]",0.1,0.9,258,0.01,0.15,1.2849,0.6898,15
201,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,512,0.01,0.1,1.285,0.7084,22
202,[1024],"[(1024, 'gelu')]",0.1,0.95,258,0.01,0.2,1.2858,0.6958,41
203,[1024],"[(1024, 'gelu')]",0.5,0.975,512,0.01,0.15,1.2866,0.6915,17
204,[1024],"[(1024, 'leaky_relu')]",0.3,0.9,258,0.01,0.15,1.2868,0.6919,17
205,[512],"[(512, 'silu')]",0.3,0.9,512,0.01,0.2,1.2869,0.6858,20
206,[1024],"[(1024, 'leaky_relu')]",0.3,0.975,512,0.01,0.25,1.2873,0.7025,21
207,[512],"[(512, 'gelu')]",0.3,0.9,512,0.01,0.2,1.288,0.6861,22
208,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.9,512,0.01,0.25,1.2883,0.6513,80
209,[512],"[(512, 'silu')]",0.3,0.9,258,0.01,0.15,1.2883,0.696,18
210,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.15,1.2885,0.7154,70
211,[1024],"[(1024, 'leaky_relu')]",0.1,0.95,512,0.01,0.25,1.2888,0.6968,23
212,[512],"[(512, 'silu')]",0.5,0.95,512,0.01,0.1,1.289,0.6989,19
213,[1024],"[(1024, 'silu')]",0.1,0.96,258,0.01,0.25,1.2892,0.7029,33
214,[512],"[(512, 'gelu')]",0.1,0.95,258,0.01,0.2,1.2894,0.7039,23
215,[1024],"[(1024, 'silu')]",0.3,0.9,512,0.01,0.1,1.2895,0.6922,18
216,[512],"[(512, 'leaky_relu')]",0.3,0.95,512,0.01,0.25,1.2898,0.7008,30
217,[512→64],"[(512, 'gelu'), (64, 'silu')]",0.3,0.9,512,0.01,0.25,1.2899,0.6721,61
218,[512],"[(512, 'silu')]",0.3,0.9,512,0.01,0.15,1.2902,0.6862,28
219,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,512,0.01,0.2,1.2902,0.6879,21
220,[1024],"[(1024, 'silu')]",0.3,0.96,512,0.01,0.2,1.2916,0.6901,22
221,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.2,1.2917,0.704,66
222,[1024],"[(1024, 'silu')]",0.5,0.96,258,0.01,0.2,1.2917,0.6971,19
223,[1024],"[(1024, 'leaky_relu')]",0.5,0.96,258,0.01,0.2,1.2929,0.6933,18
224,[512],"[(512, 'leaky_relu')]",0.5,0.975,512,0.01,0.2,1.2935,0.6762,29
225,[1024],"[(1024, 'leaky_relu')]",0.5,0.96,258,0.01,0.15,1.2937,0.7188,36
226,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.1,1.2939,0.6836,24
227,[1024],"[(1024, 'silu')]",0.5,0.975,512,0.01,0.25,1.294,0.7086,32
228,[1024],"[(1024, 'gelu')]",0.3,0.9,258,0.01,0.15,1.2948,0.6982,17
229,[1024],"[(1024, 'silu')]",0.3,0.95,258,0.01,0.15,1.2951,0.6998,16
230,[512],"[(512, 'silu')]",0.5,0.95,258,0.01,0.1,1.2951,0.7016,32
231,[1024],"[(1024, 'gelu')]",0.3,0.95,512,0.01,0.25,1.2951,0.6977,24
232,[1024],"[(1024, 'silu')]",0.3,0.9,258,0.01,0.15,1.2953,0.7037,21
233,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.95,258,0.01,0.25,1.2954,0.6669,24
234,[1024],"[(1024, 'leaky_relu')]",0.3,0.96,258,0.01,0.15,1.2963,0.6992,18
235,[1024],"[(1024, 'leaky_relu')]",0.1,0.9,258,0.01,0.15,1.2966,0.7016,16
236,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.2,1.2967,0.6909,19
237,[1024],"[(1024, 'leaky_relu')]",0.5,0.96,512,0.01,0.15,1.2968,0.6861,18
238,[512→64],"[(512, 'gelu'), (64, 'silu')]",0.3,0.975,258,0.01,0.25,1.2974,0.6696,23
239,[512],"[(512, 'gelu')]",0.5,0.95,512,0.01,0.2,1.2978,0.6708,22
240,[1024],"[(1024, 'gelu')]",0.3,0.96,512,0.01,0.2,1.2983,0.6857,20
241,[1024],"[(1024, 'leaky_relu')]",0.3,0.95,512,0.01,0.1,1.2991,0.7,18
242,[1024],"[(1024, 'leaky_relu')]",0.3,0.9,512,0.01,0.2,1.2991,0.6891,21
243,[1024],"[(1024, 'gelu')]",0.3,0.95,512,0.01,0.1,1.2993,0.7041,20
244,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.2,1.2997,0.694,26
245,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,258,0.01,0.25,1.2999,0.6972,18
246,[1024],"[(1024, 'silu')]",0.3,0.96,512,0.01,0.15,1.3003,0.6894,16
247,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.25,1.3004,0.6885,17
248,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,258,0.01,0.15,1.3009,0.7009,18
249,[512→64],"[(512, 'gelu'), (64, 'silu')]",0.3,0.9,258,0.01,0.25,1.301,0.6707,44
250,[512],"[(512, 'leaky_relu')]",0.3,0.96,258,0.01,0.25,1.3015,0.6891,28
251,[1024],"[(1024, 'silu')]",0.5,0.975,258,0.01,0.15,1.3024,0.6816,16
252,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.2,1.3024,0.6883,35
253,[512],"[(512, 'silu')]",0.3,0.975,258,0.01,0.2,1.3026,0.7053,15
254,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.1,1.3027,0.6951,23
255,[1024],"[(1024, 'gelu')]",0.1,0.975,258,0.01,0.15,1.3032,0.7081,17
256,[1024],"[(1024, 'leaky_relu')]",0.5,0.975,258,0.01,0.1,1.3033,0.7157,17
257,[1024],"[(1024, 'silu')]",0.5,0.975,512,0.01,0.15,1.3034,0.6935,17
258,[1024],"[(1024, 'gelu')]",0.5,0.975,512,0.01,0.2,1.3035,0.6848,19
259,[512],"[(512, 'leaky_relu')]",0.1,0.9,512,0.01,0.25,1.3036,0.6793,23
260,[1024],"[(1024, 'silu')]",0.5,0.95,512,0.01,0.15,1.3039,0.6888,22
261,[1024],"[(1024, 'gelu')]",0.5,0.95,512,0.01,0.15,1.3044,0.6936,19
262,[1024],"[(1024, 'leaky_relu')]",0.5,0.95,258,0.01,0.1,1.3046,0.7055,22
263,[512],"[(512, 'gelu')]",0.3,0.95,258,0.01,0.2,1.3047,0.6913,17
264,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.2,1.3047,0.6849,24
265,[1024],"[(1024, 'gelu')]",0.3,0.9,512,0.01,0.15,1.3051,0.686,25
266,[1024],"[(1024, 'gelu')]",0.5,0.96,258,0.01,0.15,1.3055,0.7056,20
267,[1024],"[(1024, 'silu')]",0.1,0.96,258,0.01,0.2,1.3057,0.7038,28
268,[512],"[(512, 'silu')]",0.5,0.975,512,0.01,0.15,1.3067,0.6964,20
269,[512],"[(512, 'gelu')]",0.5,0.975,512,0.01,0.25,1.3067,0.6949,23
270,[1024],"[(1024, 'gelu')]",0.5,0.975,258,0.01,0.2,1.3069,0.7009,18
271,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.1,1.3072,0.6884,28
272,[1024],"[(1024, 'leaky_relu')]",0.3,0.96,512,0.01,0.2,1.3073,0.7067,22
273,[1024],"[(1024, 'gelu')]",0.5,0.95,258,0.01,0.1,1.3074,0.6864,16
274,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.15,1.3077,0.7005,22
275,[1024],"[(1024, 'gelu')]",0.5,0.975,512,0.01,0.25,1.3079,0.6877,24
276,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.15,1.3079,0.6933,20
277,[512],"[(512, 'leaky_relu')]",0.3,0.9,258,0.01,0.2,1.3081,0.69,22
278,[512],"[(512, 'leaky_relu')]",0.3,0.95,258,0.01,0.25,1.3082,0.6924,17
