,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
46,[512],"[(512, 'gelu')]",0.5,0.9,512,0.01,0.1,1.3546,0.6829,21
47,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.2,1.3587,0.6925,18
48,[256],"[(256, 'leaky_relu')]",0.5,0.975,258,0.01,0.2,1.3603,0.667,25
49,[256],"[(256, 'gelu')]",0.3,0.9,258,0.01,0.2,1.3627,0.6718,16
50,[256],"[(256, 'leaky_relu')]",0.5,0.975,512,0.01,0.2,1.3628,0.6759,29
51,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.15,1.363,0.6747,20
52,[512],"[(512, 'leaky_relu')]",0.5,0.975,512,0.01,0.01,1.3637,0.7049,20
53,[256],"[(256, 'silu')]",0.5,0.96,258,0.01,0.2,1.3645,0.6666,18
54,[512],"[(512, 'silu')]",0.3,0.975,258,0.01,0.15,1.3647,0.7037,19
55,[512],"[(512, 'leaky_relu')]",0.5,0.95,258,0.01,0.15,1.3654,0.6796,18
56,[512],"[(512, 'leaky_relu')]",0.5,0.9,258,0.01,0.2,1.3655,0.6879,21
57,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.15,1.3655,0.6879,20
58,[256],"[(256, 'leaky_relu')]",0.3,0.975,512,0.01,0.1,1.366,0.6713,19
59,[512],"[(512, 'leaky_relu')]",0.1,0.95,258,0.01,0.15,1.3662,0.7002,53
60,[512],"[(512, 'leaky_relu')]",0.3,0.95,512,0.01,0.15,1.3695,0.6902,20
61,[256],"[(256, 'silu')]",0.5,0.96,258,0.01,0.15,1.3701,0.7003,24
62,[256],"[(256, 'silu')]",0.5,0.95,258,0.01,0.15,1.3706,0.6876,19
63,[512],"[(512, 'leaky_relu')]",0.5,0.95,258,0.01,0.2,1.3708,0.6804,23
64,[512],"[(512, 'leaky_relu')]",0.5,0.9,258,0.01,0.15,1.3712,0.7033,17
65,[512],"[(512, 'gelu')]",0.5,0.9,512,0.01,0.15,1.3714,0.6768,25
66,[512],"[(512, 'silu')]",0.3,0.9,512,0.01,0.15,1.3724,0.7046,21
67,[256],"[(256, 'silu')]",0.5,0.95,512,0.01,0.15,1.3732,0.6681,21
68,[512],"[(512, 'silu')]",0.5,0.95,512,0.01,0.1,1.3739,0.6825,20
69,[512],"[(512, 'silu')]",0.3,0.95,512,0.01,0.2,1.3756,0.6874,15
70,[256],"[(256, 'silu')]",0.5,0.975,258,0.01,0.2,1.3757,0.672,20
71,[512],"[(512, 'gelu')]",0.5,0.975,512,0.01,0.15,1.3759,0.6913,20
72,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.01,1.3764,0.6965,19
73,[512],"[(512, 'leaky_relu')]",0.1,0.96,512,0.01,0.2,1.3769,0.6784,18
74,[512],"[(512, 'gelu')]",0.3,0.9,512,0.01,0.15,1.3776,0.6892,16
75,[256],"[(256, 'gelu')]",0.5,0.975,512,0.01,0.2,1.3778,0.6699,20
76,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.2,1.3779,0.6797,22
77,[256],"[(256, 'leaky_relu')]",0.5,0.9,512,0.01,0.2,1.3787,0.6819,31
78,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.15,1.3792,0.6826,19
79,[512],"[(512, 'gelu')]",0.5,0.975,512,0.01,0.1,1.3796,0.6642,18
80,[512],"[(512, 'leaky_relu')]",0.3,0.975,512,0.01,0.2,1.38,0.6881,19
81,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.2,1.3802,0.6699,13
82,[512],"[(512, 'gelu')]",0.3,0.95,258,0.01,0.2,1.3804,0.6834,21
83,[256],"[(256, 'silu')]",0.5,0.9,258,0.01,0.2,1.3804,0.6633,18
84,[256],"[(256, 'leaky_relu')]",0.5,0.96,258,0.01,0.2,1.3808,0.6605,22
85,[256],"[(256, 'leaky_relu')]",0.5,0.975,512,0.01,0.1,1.3808,0.6798,27
86,[256],"[(256, 'gelu')]",0.5,0.96,258,0.01,0.2,1.3812,0.66,17
87,[512],"[(512, 'silu')]",0.5,0.9,258,0.01,0.15,1.3816,0.6877,21
88,[256],"[(256, 'silu')]",0.3,0.96,512,0.01,0.2,1.3816,0.6925,23
89,[256],"[(256, 'silu')]",0.3,0.96,258,0.01,0.2,1.3817,0.6661,21
90,[512],"[(512, 'gelu')]",0.1,0.9,512,0.01,0.2,1.3822,0.7043,15
91,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.15,1.3829,0.6874,16
92,[256],"[(256, 'silu')]",0.5,0.9,258,0.01,0.15,1.3831,0.6757,18
93,[512],"[(512, 'gelu')]",0.5,0.975,512,0.01,0.2,1.3832,0.6791,26
94,[512],"[(512, 'leaky_relu')]",0.3,0.9,512,0.01,0.1,1.3839,0.6757,19
95,[512],"[(512, 'leaky_relu')]",0.3,0.9,512,0.01,0.2,1.3845,0.687,20
96,[512],"[(512, 'silu')]",0.3,0.95,512,0.01,0.1,1.3853,0.6861,16
97,[512],"[(512, 'silu')]",0.1,0.975,258,0.01,0.15,1.3866,0.6898,15
98,[256],"[(256, 'silu')]",0.5,0.975,512,0.01,0.1,1.387,0.673,25
99,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.1,1.3872,0.677,15
100,[512],"[(512, 'leaky_relu')]",0.1,0.9,512,0.01,0.2,1.3874,0.6928,24
101,[512],"[(512, 'silu')]",0.3,0.975,258,0.01,0.2,1.3881,0.69,17
102,[512],"[(512, 'gelu')]",0.3,0.975,512,0.01,0.1,1.3908,0.7045,22
103,[512],"[(512, 'silu')]",0.3,0.95,258,0.01,0.15,1.3909,0.6824,16
104,[256],"[(256, 'gelu')]",0.3,0.9,512,0.01,0.2,1.3909,0.6714,21
105,[512],"[(512, 'leaky_relu')]",0.1,0.9,258,0.01,0.2,1.3911,0.6676,15
106,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.01,1.3914,0.7007,21
107,[512],"[(512, 'gelu')]",0.3,0.95,258,0.01,0.15,1.3919,0.6803,15
108,[512],"[(512, 'silu')]",0.5,0.96,512,0.01,0.1,1.3923,0.6695,19
109,[512],"[(512, 'gelu')]",0.5,0.95,512,0.01,0.01,1.3923,0.6946,18
110,[256],"[(256, 'silu')]",0.5,0.96,512,0.01,0.1,1.3923,0.6675,19
111,[512],"[(512, 'silu')]",0.3,0.96,512,0.01,0.2,1.3925,0.6772,18
112,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.15,1.3925,0.6886,18
113,[256],"[(256, 'silu')]",0.5,0.975,258,0.01,0.15,1.3929,0.6921,23
114,[512],"[(512, 'leaky_relu')]",0.3,0.9,258,0.01,0.15,1.3931,0.6855,17
115,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.1,1.3939,0.6784,20
116,[512],"[(512, 'silu')]",0.5,0.95,512,0.01,0.15,1.3942,0.684,20
117,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.2,1.3943,0.6776,21
118,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.2,1.3948,0.6724,18
119,[512],"[(512, 'gelu')]",0.5,0.95,512,0.01,0.1,1.3949,0.6751,22
120,[512],"[(512, 'leaky_relu')]",0.3,0.96,258,0.01,0.2,1.395,0.6908,21
121,[512],"[(512, 'leaky_relu')]",0.3,0.9,512,0.01,0.15,1.3962,0.687,20
122,[512],"[(512, 'leaky_relu')]",0.5,0.96,512,0.01,0.15,1.3965,0.6727,22
123,[256],"[(256, 'gelu')]",0.5,0.95,512,0.01,0.2,1.3967,0.6683,32
124,[512],"[(512, 'gelu')]",0.3,0.95,512,0.01,0.15,1.3977,0.6802,23
125,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,512,0.01,0.15,1.3979,0.6802,23
126,[512],"[(512, 'leaky_relu')]",0.3,0.975,258,0.01,0.2,1.3987,0.6992,16
127,[512],"[(512, 'silu')]",0.5,0.95,258,0.01,0.15,1.399,0.6698,17
128,[512],"[(512, 'leaky_relu')]",0.1,0.975,258,0.01,0.15,1.3998,0.6868,16
129,[512],"[(512, 'silu')]",0.3,0.9,258,0.01,0.2,1.4012,0.6759,16
130,[256],"[(256, 'leaky_relu')]",0.5,0.96,512,0.01,0.2,1.4014,0.6685,25
131,[256],"[(256, 'leaky_relu')]",0.3,0.96,512,0.01,0.2,1.4017,0.6695,21
132,[512],"[(512, 'silu')]",0.5,0.975,512,0.01,0.01,1.4021,0.6876,17
133,[256],"[(256, 'gelu')]",0.5,0.96,512,0.01,0.2,1.4029,0.6616,22
134,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.2,1.4037,0.6745,30
135,[512],"[(512, 'leaky_relu')]",0.3,0.96,512,0.01,0.2,1.4046,0.6731,21
136,[512],"[(512, 'leaky_relu')]",0.5,0.9,512,0.01,0.01,1.4048,0.6868,18
137,[256],"[(256, 'leaky_relu')]",0.5,0.975,512,0.01,0.15,1.4049,0.6571,25
138,[512],"[(512, 'silu')]",0.3,0.96,258,0.01,0.15,1.4052,0.6696,15
139,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.95,512,0.01,0.2,1.406,0.647,29
140,[256],"[(256, 'silu')]",0.5,0.975,258,0.01,0.1,1.4063,0.6463,15
141,[256],"[(256, 'silu')]",0.5,0.9,512,0.01,0.15,1.4076,0.6762,24
142,[512],"[(512, 'gelu')]",0.1,0.96,512,0.01,0.2,1.4079,0.6856,17
143,[256],"[(256, 'gelu')]",0.5,0.95,512,0.01,0.1,1.4093,0.6756,19
144,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.15,1.4094,0.6774,15
145,[256],"[(256, 'silu')]",0.3,0.975,258,0.01,0.15,1.4095,0.6825,20
146,[256],"[(256, 'gelu')]",0.5,0.9,258,0.01,0.2,1.4097,0.6714,23
147,[512],"[(512, 'gelu')]",0.5,0.96,512,0.01,0.01,1.4098,0.6813,18
148,[512],"[(512, 'gelu')]",0.1,0.975,512,0.01,0.2,1.4111,0.6944,48
149,[512],"[(512, 'silu')]",0.3,0.975,512,0.01,0.15,1.4113,0.6812,16
150,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.1,1.4117,0.6802,15
151,[512],"[(512, 'silu')]",0.1,0.95,258,0.01,0.15,1.412,0.6864,15
152,[512],"[(512, 'leaky_relu')]",0.3,0.975,512,0.01,0.1,1.4125,0.6848,18
153,[256],"[(256, 'leaky_relu')]",0.5,0.95,258,0.01,0.1,1.4125,0.6641,20
154,[256],"[(256, 'gelu')]",0.5,0.96,512,0.01,0.15,1.4127,0.6918,33
155,[512],"[(512, 'silu')]",0.1,0.9,512,0.01,0.2,1.4135,0.6805,17
156,[512],"[(512, 'gelu')]",0.1,0.95,512,0.01,0.2,1.4141,0.6764,19
157,[512],"[(512, 'gelu')]",0.3,0.96,512,0.01,0.2,1.4143,0.6715,17
158,[256],"[(256, 'gelu')]",0.3,0.9,512,0.01,0.15,1.415,0.6631,18
159,[256],"[(256, 'leaky_relu')]",0.3,0.9,512,0.01,0.2,1.415,0.6612,19
160,[512],"[(512, 'silu')]",0.3,0.975,512,0.01,0.1,1.4154,0.6899,20
161,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.95,512,0.01,0.2,1.4155,0.6524,48
162,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.1,1.416,0.6891,14
163,[256],"[(256, 'leaky_relu')]",0.5,0.9,512,0.01,0.15,1.416,0.6543,22
164,[256],"[(256, 'gelu')]",0.5,0.9,258,0.01,0.1,1.4163,0.6657,18
165,[512],"[(512, 'silu')]",0.3,0.975,512,0.01,0.2,1.4164,0.671,18
166,[512],"[(512, 'silu')]",0.5,0.9,258,0.01,0.01,1.4164,0.6893,15
167,[256],"[(256, 'leaky_relu')]",0.3,0.9,258,0.01,0.2,1.4165,0.6796,20
168,[512],"[(512, 'leaky_relu')]",0.1,0.975,512,0.01,0.2,1.417,0.6818,25
169,[512],"[(512, 'gelu')]",0.5,0.95,512,0.01,0.15,1.4171,0.6679,18
170,[256],"[(256, 'leaky_relu')]",0.5,0.96,512,0.01,0.1,1.4171,0.6727,28
171,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.975,258,0.01,0.2,1.4174,0.671,80
172,[256],"[(256, 'gelu')]",0.3,0.95,512,0.01,0.2,1.4176,0.6686,25
173,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.15,1.4181,0.6829,23
174,[512],"[(512, 'leaky_relu')]",0.5,0.975,512,0.01,0.1,1.4185,0.6805,23
175,[512],"[(512, 'gelu')]",0.5,0.975,512,0.01,0.01,1.4187,0.6796,18
176,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.9,512,0.01,0.2,1.4194,0.6427,28
177,[256],"[(256, 'silu')]",0.3,0.975,512,0.01,0.15,1.4197,0.6736,24
178,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.9,258,0.01,0.15,1.4198,0.6685,75
179,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.1,1.4199,0.6796,23
180,[256],"[(256, 'leaky_relu')]",0.5,0.95,512,0.01,0.15,1.4206,0.6701,25
181,[256],"[(256, 'leaky_relu')]",0.3,0.9,258,0.01,0.15,1.4207,0.6665,16
182,[256],"[(256, 'silu')]",0.3,0.975,258,0.01,0.2,1.4208,0.6664,15
183,[256],"[(256, 'silu')]",0.3,0.95,258,0.01,0.2,1.4208,0.6656,17
184,[512],"[(512, 'gelu')]",0.3,0.9,258,0.01,0.2,1.4213,0.6756,15
185,[256],"[(256, 'leaky_relu')]",0.5,0.975,512,0.01,0.01,1.4219,0.6597,21
186,[256],"[(256, 'silu')]",0.5,0.9,258,0.01,0.1,1.4223,0.6749,21
187,[256],"[(256, 'gelu')]",0.3,0.975,258,0.01,0.2,1.4225,0.6883,16
188,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.975,512,0.01,0.15,1.4226,0.6312,48
189,[512],"[(512, 'silu')]",0.1,0.9,258,0.01,0.15,1.4228,0.6758,16
190,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.2,1.423,0.6681,18
191,[512],"[(512, 'silu')]",0.1,0.96,258,0.01,0.15,1.4233,0.6892,14
192,[256],"[(256, 'gelu')]",0.5,0.9,512,0.01,0.1,1.4237,0.641,20
193,[256],"[(256, 'silu')]",0.3,0.9,512,0.01,0.2,1.4239,0.6818,28
194,[256],"[(256, 'silu')]",0.5,0.95,512,0.01,0.1,1.4239,0.6711,22
195,[512],"[(512, 'silu')]",0.5,0.95,258,0.01,0.1,1.4242,0.675,16
196,[512],"[(512, 'silu')]",0.1,0.95,258,0.01,0.2,1.4244,0.6867,14
197,[512],"[(512, 'silu')]",0.1,0.96,258,0.01,0.2,1.4244,0.686,15
198,[256],"[(256, 'silu')]",0.5,0.9,512,0.01,0.1,1.4247,0.6769,24
199,[512],"[(512, 'silu')]",0.3,0.96,512,0.01,0.15,1.4249,0.679,17
200,[512],"[(512, 'gelu')]",0.3,0.975,512,0.01,0.15,1.426,0.6737,18
201,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.2,1.427,0.6429,53
202,[256],"[(256, 'gelu')]",0.5,0.9,512,0.01,0.2,1.4272,0.6662,24
203,[512],"[(512, 'leaky_relu')]",0.1,0.975,258,0.01,0.2,1.4273,0.6834,16
204,[512],"[(512, 'silu')]",0.3,0.9,512,0.01,0.2,1.4276,0.6719,18
205,[512],"[(512, 'gelu')]",0.3,0.9,258,0.01,0.15,1.4276,0.6754,15
206,[512],"[(512, 'gelu')]",0.3,0.96,258,0.01,0.2,1.4277,0.6629,14
207,[256],"[(256, 'leaky_relu')]",0.5,0.9,258,0.01,0.15,1.4278,0.6802,28
208,[512],"[(512, 'gelu')]",0.1,0.975,258,0.01,0.15,1.4279,0.6818,15
209,[256],"[(256, 'gelu')]",0.5,0.95,512,0.01,0.01,1.4281,0.6759,21
210,[256],"[(256, 'gelu')]",0.3,0.96,258,0.01,0.2,1.4285,0.6789,24
211,[512],"[(512, 'leaky_relu')]",0.5,0.95,512,0.01,0.01,1.4287,0.6657,20
212,[512],"[(512, 'leaky_relu')]",0.1,0.95,512,0.01,0.2,1.4288,0.6735,17
213,[256],"[(256, 'leaky_relu')]",0.3,0.96,512,0.01,0.15,1.4289,0.6786,23
214,[256],"[(256, 'leaky_relu')]",0.5,0.95,512,0.01,0.2,1.4295,0.6482,27
215,[512],"[(512, 'silu')]",0.1,0.975,512,0.01,0.2,1.4296,0.6804,20
216,[256],"[(256, 'silu')]",0.1,0.95,258,0.01,0.2,1.4299,0.6736,15
217,[256],"[(256, 'gelu')]",0.1,0.95,258,0.01,0.15,1.4301,0.6644,15
218,[256],"[(256, 'silu')]",0.3,0.95,512,0.01,0.15,1.4302,0.6716,26
219,[256],"[(256, 'leaky_relu')]",0.3,0.975,512,0.01,0.2,1.4303,0.6717,27
220,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.9,512,0.01,0.15,1.4307,0.6507,30
221,[512],"[(512, 'leaky_relu')]",0.3,0.975,512,0.01,0.15,1.4312,0.6886,16
222,[256],"[(256, 'leaky_relu')]",0.5,0.96,258,0.01,0.15,1.4312,0.6536,21
223,[256],"[(256, 'leaky_relu')]",0.5,0.9,258,0.01,0.1,1.4313,0.6662,21
224,[256],"[(256, 'silu')]",0.3,0.96,258,0.01,0.15,1.4315,0.6839,24
225,[512],"[(512, 'leaky_relu')]",0.5,0.96,258,0.01,0.1,1.4317,0.6794,20
226,[512],"[(512, 'gelu')]",0.1,0.96,258,0.01,0.1,1.4317,0.6756,16
227,[512],"[(512, 'leaky_relu')]",0.5,0.95,258,0.01,0.01,1.4319,0.6883,17
228,[512],"[(512, 'leaky_relu')]",0.5,0.9,512,0.01,0.1,1.4319,0.6938,26
229,[512],"[(512, 'gelu')]",0.5,0.975,258,0.01,0.1,1.4326,0.68,18
230,[512],"[(512, 'gelu')]",0.5,0.96,258,0.01,0.1,1.4327,0.6937,21
231,[256],"[(256, 'leaky_relu')]",0.1,0.95,258,0.01,0.2,1.4328,0.6829,36
232,[256],"[(256, 'silu')]",0.3,0.975,512,0.01,0.2,1.4329,0.683,22
233,[256],"[(256, 'silu')]",0.5,0.975,512,0.01,0.2,1.433,0.6783,30
234,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.1,1.4335,0.6656,50
235,[512],"[(512, 'leaky_relu')]",0.5,0.9,258,0.01,0.1,1.435,0.6967,19
236,[256],"[(256, 'gelu')]",0.5,0.975,512,0.01,0.1,1.4352,0.6589,20
237,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.95,512,0.01,0.2,1.4352,0.663,58
238,[512],"[(512, 'silu')]",0.1,0.96,512,0.01,0.2,1.4362,0.6866,15
239,[512],"[(512, 'silu')]",0.3,0.9,258,0.01,0.15,1.4368,0.6727,16
240,[512],"[(512, 'silu')]",0.5,0.95,512,0.01,0.01,1.437,0.6707,17
241,[512],"[(512, 'leaky_relu')]",0.1,0.96,512,0.01,0.15,1.4371,0.6782,16
242,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.2,1.438,0.6585,20
243,[512],"[(512, 'leaky_relu')]",0.3,0.975,258,0.01,0.15,1.4381,0.6721,19
244,[512],"[(512, 'gelu')]",0.1,0.96,512,0.01,0.15,1.4386,0.6819,18
245,[512],"[(512, 'gelu')]",0.1,0.95,258,0.01,0.15,1.4387,0.6868,15
246,[512],"[(512, 'silu')]",0.3,0.95,512,0.01,0.15,1.4392,0.6732,17
247,[512],"[(512, 'leaky_relu')]",0.1,0.975,512,0.01,0.15,1.4393,0.686,19
248,[512],"[(512, 'gelu')]",0.3,0.975,512,0.01,0.2,1.4397,0.6785,19
249,[512],"[(512, 'silu')]",0.3,0.95,258,0.01,0.1,1.4407,0.6935,15
250,[512],"[(512, 'gelu')]",0.1,0.95,258,0.01,0.2,1.4409,0.6949,15
251,[256],"[(256, 'leaky_relu')]",0.5,0.9,258,0.01,0.2,1.4412,0.6754,24
252,[256],"[(256, 'gelu')]",0.5,0.975,258,0.01,0.15,1.4413,0.6715,22
253,[256],"[(256, 'leaky_relu')]",0.3,0.95,512,0.01,0.2,1.4414,0.6608,21
254,[256],"[(256, 'gelu')]",0.5,0.975,512,0.01,0.01,1.4423,0.6615,18
255,[256],"[(256, 'silu')]",0.5,0.95,258,0.01,0.1,1.4425,0.6815,20
256,[256],"[(256, 'leaky_relu')]",0.5,0.975,258,0.01,0.15,1.4427,0.6538,23
257,[512],"[(512, 'silu')]",0.3,0.9,512,0.01,0.1,1.4427,0.6787,18
258,[256],"[(256, 'gelu')]",0.5,0.95,258,0.01,0.15,1.4428,0.671,31
259,[512],"[(512, 'gelu')]",0.3,0.975,512,0.01,0.01,1.4429,0.681,17
260,[256],"[(256, 'silu')]",0.3,0.9,258,0.01,0.15,1.4429,0.6913,17
261,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.95,258,0.01,0.2,1.4435,0.6577,22
262,[256],"[(256, 'silu')]",0.1,0.975,258,0.01,0.2,1.4449,0.6802,26
263,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.9,512,0.01,0.2,1.445,0.6793,34
264,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.96,258,0.01,0.15,1.4451,0.6495,60
265,[512],"[(512, 'gelu')]",0.3,0.975,258,0.01,0.2,1.4453,0.6591,15
266,[512],"[(512, 'leaky_relu')]",0.5,0.975,258,0.01,0.01,1.4454,0.6837,16
267,[512],"[(512, 'silu')]",0.5,0.975,258,0.01,0.1,1.4459,0.6963,21
268,[256],"[(256, 'gelu')]",0.1,0.975,512,0.01,0.2,1.4459,0.6702,16
269,[512],"[(512, 'silu')]",0.5,0.9,258,0.01,0.1,1.4461,0.6822,17
270,[256],"[(256, 'leaky_relu')]",0.3,0.95,512,0.01,0.1,1.4469,0.6659,21
271,[512],"[(512, 'silu')]",0.1,0.975,258,0.01,0.1,1.4472,0.6935,14
272,[256],"[(256, 'silu')]",0.3,0.9,512,0.01,0.15,1.4474,0.6735,16
273,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.95,512,0.01,0.2,1.4474,0.6823,32
274,[512],"[(512, 'gelu')]",0.5,0.95,258,0.01,0.1,1.4474,0.6875,19
275,[256],"[(256, 'leaky_relu')]",0.3,0.975,258,0.01,0.15,1.4477,0.669,17
276,[512],"[(512, 'leaky_relu')]",0.3,0.95,512,0.01,0.1,1.4477,0.6843,17
277,[256],"[(256, 'gelu')]",0.5,0.9,512,0.01,0.15,1.4478,0.6604,25
278,[256],"[(256, 'leaky_relu')]",0.3,0.975,512,0.01,0.15,1.4482,0.6573,19
279,[256],"[(256, 'gelu')]",0.5,0.9,258,0.01,0.15,1.4483,0.6593,17
280,[256],"[(256, 'gelu')]",0.3,0.975,512,0.01,0.2,1.4484,0.6624,19
281,[512],"[(512, 'gelu')]",0.3,0.975,258,0.01,0.15,1.4485,0.6698,19
282,[512],"[(512, 'silu')]",0.5,0.96,258,0.01,0.01,1.4485,0.6834,14
283,[512],"[(512, 'leaky_relu')]",0.3,0.96,512,0.01,0.1,1.4486,0.6779,19
