,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
934,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.5,0.96,512,0.01,0.2,1.7182,0.6007,100
935,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.5,0.95,258,0.01,0.15,1.7246,0.5862,100
936,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.9,258,0.01,0.1,1.7248,0.6429,17
937,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.9,512,0.01,0.1,1.7258,0.6211,22
938,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.95,512,0.01,0.15,1.7262,0.656,20
939,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.25,1.7292,0.6095,25
940,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.2,1.7309,0.6433,19
941,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.1,1.7311,0.6322,20
942,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.9,512,0.01,0.2,1.7316,0.6231,24
943,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.95,258,0.01,0.1,1.736,0.6327,17
944,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.95,258,0.01,0.15,1.7379,0.6508,18
945,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.15,1.7457,0.6286,15
946,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.15,1.7498,0.6357,18
947,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.9,512,0.01,0.1,1.7547,0.6236,22
948,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.1,1.7615,0.6427,43
949,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.1,1.7636,0.6336,18
950,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.15,1.7638,0.6313,23
951,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.1,1.7678,0.6456,15
952,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.95,258,0.01,0.15,1.772,0.6213,19
953,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.5,0.95,258,0.01,0.1,1.8026,0.5721,100
954,[512→64],"[(512, 'gelu'), (64, 'silu')]",0.1,0.95,258,0.01,0.1,1.8105,0.6387,17
955,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.95,258,0.01,0.1,1.8145,0.6377,14
956,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.1,1.8229,0.6577,16
957,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.1,1.8504,0.6273,18
958,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.9,258,0.01,0.1,1.8688,0.6476,17
959,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.5,0.9,512,0.01,0.25,1.9719,0.5234,99
960,[512→64],"[(512, 'leaky_relu'), (64, 'gelu')]",0.1,0.9,258,0.01,0.1,2.0307,0.5606,23
