,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
213,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.1,1.5659,0.6315,48
214,[512],"[(512, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.5665,0.6684,16
215,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,512,0.01,0.001,1.5666,0.6216,47
216,[256],"[(256, 'gelu')]",0.5,0.99,258,0.01,0.01,1.5666,0.649,18
217,[512],"[(512, 'leaky_relu')]",0.1,0.97,258,0.01,0.001,1.5677,0.6742,18
218,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.001,1.568,0.6509,26
219,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.01,1.5693,0.5893,27
220,[512],"[(512, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.5697,0.6695,16
221,[256],"[(256, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.5698,0.6613,17
222,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,512,0.01,0.01,1.5709,0.5997,41
223,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.001,1.5718,0.5979,32
224,[256],"[(256, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.5719,0.68,16
225,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.5719,0.6381,20
226,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,512,0.01,0.1,1.5732,0.6266,21
227,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.001,1.5733,0.6166,31
228,[256],"[(256, 'leaky_relu')]",0.1,0.99,258,0.01,0.1,1.5746,0.6639,15
229,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.1,1.5747,0.6554,22
230,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.01,1.5749,0.6091,48
231,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.001,1.5751,0.6508,25
232,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.001,1.5766,0.6107,38
233,[256],"[(256, 'gelu')]",0.1,0.97,258,0.01,0.001,1.577,0.6722,16
234,[256],"[(256, 'silu')]",0.1,0.97,258,0.01,0.01,1.5783,0.688,15
235,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,512,0.01,0.01,1.5793,0.6184,40
236,[512],"[(512, 'leaky_relu')]",0.5,0.99,258,0.01,0.001,1.5812,0.6687,21
237,[512],"[(512, 'leaky_relu')]",0.1,0.99,258,0.01,0.001,1.5815,0.6779,13
238,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.01,1.5821,0.6469,28
239,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,512,0.01,0.01,1.5833,0.6439,27
240,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.5836,0.656,21
241,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.01,1.5844,0.6196,45
242,[256],"[(256, 'silu')]",0.1,0.99,512,0.01,0.1,1.5846,0.6755,17
243,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.1,1.5859,0.6266,23
244,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.1,1.587,0.6321,28
245,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,512,0.01,0.001,1.5878,0.5797,39
246,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.01,1.5883,0.6357,52
247,[256],"[(256, 'silu')]",0.3,0.97,258,0.01,0.001,1.591,0.663,17
248,[512],"[(512, 'silu')]",0.1,0.97,258,0.01,0.01,1.5926,0.6879,13
249,[512],"[(512, 'silu')]",0.3,0.97,258,0.01,0.01,1.5949,0.6751,15
250,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,512,0.01,0.01,1.5968,0.622,22
251,[512],"[(512, 'gelu')]",0.5,0.99,258,0.01,0.01,1.5969,0.6657,19
252,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.1,1.5975,0.6454,23
253,[256],"[(256, 'gelu')]",0.3,0.99,258,0.01,0.01,1.5983,0.6651,16
254,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.1,1.5989,0.6032,43
255,[512],"[(512, 'gelu')]",0.1,0.99,512,0.01,0.01,1.6003,0.6684,15
256,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.1,1.6003,0.6133,51
257,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.01,1.6006,0.6209,64
258,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.001,1.6031,0.6267,25
259,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.1,1.6032,0.6531,16
260,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,512,0.01,0.01,1.604,0.6067,65
261,[256],"[(256, 'leaky_relu')]",0.1,0.97,258,0.01,0.001,1.6043,0.6799,15
262,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.001,1.6047,0.6232,48
263,[512],"[(512, 'silu')]",0.3,0.99,258,0.01,0.001,1.6065,0.6884,14
264,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,512,0.01,0.001,1.6124,0.6326,21
265,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,258,0.01,0.1,1.6139,0.5902,35
266,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.01,1.6142,0.6105,40
267,[256],"[(256, 'gelu')]",0.1,0.97,512,0.01,0.01,1.6146,0.6558,17
268,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.99,512,0.01,0.1,1.6147,0.6624,19
269,[512],"[(512, 'leaky_relu')]",0.1,0.99,512,0.01,0.001,1.6156,0.677,17
270,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.6174,0.6439,23
271,[256],"[(256, 'silu')]",0.1,0.97,258,0.01,0.001,1.6185,0.6625,14
272,[256],"[(256, 'silu')]",0.1,0.97,512,0.01,0.001,1.6196,0.6605,19
273,[512],"[(512, 'gelu')]",0.1,0.99,258,0.01,0.001,1.6205,0.6724,14
274,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.1,1.6225,0.6666,16
275,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.1,1.6232,0.6685,19
276,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.1,1.6244,0.6675,20
277,[512],"[(512, 'leaky_relu')]",0.1,0.99,258,0.01,0.01,1.6264,0.6707,15
278,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.01,1.6266,0.6627,23
279,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.1,1.6267,0.6501,22
280,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.97,258,0.01,0.01,1.6272,0.601,36
281,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.01,1.6276,0.6321,22
282,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,258,0.01,0.01,1.6288,0.5969,39
283,[512],"[(512, 'silu')]",0.1,0.97,512,0.01,0.001,1.6294,0.6753,17
284,[256],"[(256, 'leaky_relu')]",0.1,0.97,512,0.01,0.01,1.6321,0.6462,17
285,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.001,1.6337,0.6717,26
286,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,258,0.01,0.001,1.6338,0.6186,20
287,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.001,1.6341,0.582,36
288,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,512,0.01,0.001,1.6355,0.6079,61
289,[256],"[(256, 'gelu')]",0.1,0.97,512,0.01,0.001,1.6371,0.6569,16
290,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.001,1.6373,0.5899,45
291,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.01,1.6381,0.6734,24
292,[256],"[(256, 'leaky_relu')]",0.1,0.99,512,0.01,0.001,1.6397,0.6649,18
293,[256],"[(256, 'silu')]",0.1,0.99,512,0.01,0.01,1.6413,0.6654,16
294,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,258,0.01,0.01,1.6428,0.6328,21
295,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,258,0.01,0.001,1.6443,0.6224,20
296,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,512,0.01,0.1,1.6448,0.6437,31
297,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.01,1.6456,0.6579,21
298,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.001,1.6457,0.6537,27
299,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.01,1.6459,0.6038,44
300,[256],"[(256, 'gelu')]",0.1,0.99,258,0.01,0.01,1.6466,0.6633,14
301,[512],"[(512, 'silu')]",0.1,0.97,258,0.01,0.001,1.6475,0.6751,13
302,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.001,1.6493,0.6271,20
303,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.1,1.65,0.5901,52
304,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.99,512,0.01,0.01,1.6507,0.6466,21
305,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,512,0.01,0.1,1.6508,0.6455,18
306,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.97,512,0.01,0.01,1.651,0.6468,27
307,[256],"[(256, 'silu')]",0.1,0.99,258,0.01,0.01,1.6515,0.684,16
308,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.97,258,0.01,0.001,1.6551,0.6035,38
309,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.001,1.657,0.6607,20
310,[512],"[(512, 'silu')]",0.1,0.99,258,0.01,0.01,1.6597,0.6672,13
311,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.1,1.6602,0.6374,23
312,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,512,0.01,0.01,1.6605,0.6588,17
313,[256],"[(256, 'gelu')]",0.1,0.99,512,0.01,0.01,1.6618,0.6562,16
314,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,512,0.01,0.1,1.6659,0.6558,18
315,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,258,0.01,0.01,1.669,0.638,17
316,[256],"[(256, 'silu')]",0.3,0.99,258,0.01,0.001,1.6692,0.6783,17
317,[512],"[(512, 'gelu')]",0.1,0.99,258,0.01,0.01,1.6704,0.672,14
318,[256],"[(256, 'gelu')]",0.1,0.99,512,0.01,0.001,1.6719,0.6621,16
319,[512],"[(512, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.672,0.6715,17
320,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.01,1.6801,0.6265,57
321,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.99,512,0.01,0.001,1.6804,0.6135,62
322,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.01,1.6833,0.6492,16
323,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.99,258,0.01,0.1,1.6852,0.6096,24
324,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.97,258,0.01,0.1,1.6855,0.6459,19
325,[512],"[(512, 'silu')]",0.1,0.99,258,0.01,0.001,1.6855,0.6768,14
326,[512],"[(512, 'silu')]",0.1,0.99,512,0.01,0.01,1.6874,0.6828,15
327,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.01,1.6903,0.578,40
328,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.01,1.6921,0.6292,29
329,[256],"[(256, 'silu')]",0.1,0.97,512,0.01,0.01,1.6926,0.6759,19
330,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.97,258,0.01,0.001,1.6946,0.6376,26
331,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.001,1.6961,0.6469,18
332,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.97,512,0.01,0.001,1.6984,0.6559,21
333,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.99,258,0.01,0.01,1.6986,0.6232,72
334,[256],"[(256, 'silu')]",0.1,0.99,512,0.01,0.001,1.6993,0.6691,16
335,[256],"[(256, 'gelu')]",0.1,0.97,258,0.01,0.01,1.7,0.66,16
336,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.99,258,0.01,0.001,1.7022,0.6343,21
337,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.5,0.99,258,0.01,0.001,1.7023,0.6119,56
338,[256],"[(256, 'leaky_relu')]",0.3,0.99,258,0.01,0.01,1.7032,0.6395,16
339,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.99,258,0.01,0.1,1.704,0.6549,17
340,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.001,1.7045,0.6569,18
341,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.01,1.7075,0.6477,24
342,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.99,258,0.01,0.1,1.7143,0.6238,17
343,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.97,258,0.01,0.001,1.7144,0.6357,22
344,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.5,0.99,258,0.01,0.01,1.7145,0.5834,34
345,[256],"[(256, 'leaky_relu')]",0.1,0.99,512,0.01,0.01,1.7196,0.6307,18
346,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.97,258,0.01,0.01,1.7218,0.6559,16
347,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.97,258,0.01,0.001,1.7252,0.6195,57
348,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.97,512,0.01,0.001,1.7315,0.6208,23
349,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.3,0.99,258,0.01,0.01,1.7324,0.6323,18
350,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.97,512,0.01,0.001,1.7325,0.6299,17
